ross|yeah no yeah no that that that i forgot
other|i’ll just run to the store and get some
ross|oh no
ross|hey hey i’m the guy
ross|i’ll get it
other|do you know where the store is
ross|no
other|do you want to ride around town on my little pink bicycle
ross|a little bit
other|i’ll be back in ten minutes
ross|okay
other|why don’t you get in the hot tub and i’ll meet you there
ross|ohh okay
rachel|oh my god what a great surprise
rachel|this is such a beautiful house
other|thank you it’s my mom’s
other|so this is the kitchen
chandler|you’ve reached monica and chandler’s if you’re listening to this message we’re probably screening
chandler|yeah we are
other|hi this is heldi from the morgan chase museum
other|i’m calling for monica geller
other|i want to let her know that there was a cancellation and if she’s still interested in having the bing geller wedding at our facility it is available…
chandler|this is chandler bing
chandler|this is chandler bing
chandler|yes the groom no
chandler|not the groom
rachel|it’s so secluded up here
other|i know
other|i like it up here
rachel|i feel like we’re the only two people in the world
rachel|oops
rachel|sorry
other|what’s the matter honey
other|did you see a little mouse
rachel|no no
rachel|big bear
rachel|big bear outside
rachel|i think i i would you actually would you go check on that
other|honey we don’t have any bears here
rachel|well okay
rachel|would would you get me a diet coke
other|okay
other|i’ll be right back
rachel|okay
rachel|what
rachel|what are you doing here
ross|what are you doing here
rachel|i came with paul
ross|yeah i recognize the ankles
rachel|get up
other|here you go honey
rachel|ahh
rachel|thank you
other|diet coke
rachel|op ice
rachel|i need ice
other|okay
rachel|thank you
other|i’ll be right back
ross|you and your ice
rachel|ugh
rachel|get out
rachel|get out
rachel|go
rachel|come on
rachel|no
rachel|not in there
rachel|he’s in there
ross|did you really hear a bear
rachel|go go
other|here you go honey
other|one diet coke with ice
rachel|ohh thank you
other|i’m so happy that you’re here
other|here i am
other|elizabeth
other|oh look elizabeth’s here
other|who are you talking to
other|uh you guys
other|how did you know we were here
other|umm…
rachel|well she she ob obviously saw the tire tracks that were leading up to the closed garage
other|obviously
other|elizabeth what are you doing here
rachel|did did you come up here to work on that term paper or something
other|yeah
other|yep
rachel|well why do y’know go in that room and do your homework
other|ohh i wouldn’t do it in there
other|that’s my dad’s bedroom
rachel|that’s your that’s your dad’s bedroom
rachel|that’s your dad’s bedroom
other|why are you yelling
rachel|whoa that diet coke just went straight to my head
rachel|woo
monica|hi honey
chandler|see you later
monica|what
monica|i i bought groceries i was gonna make you dinner
chandler|well next time ask
chandler|or at least wait for me to ask
other|hi this is heldi from the morgan chase museum
other|i’m calling for monica geller
monica|oh no
other|i want to let her know that there was a cancellation and if she’s still interested in having the bing geller wedding at our facility it is available…
monica|oh please he didn’t hear it
monica|he didn’t hear it
chandler|this is chandler bing
chandler|this is chandler bing
monica|noooo
other|can i help you
joey|uh yeah where where’s the guy who decides who’s pictures go up on the wall
other|he’s not here right now
joey|oh you’re kidding me
joey|all all right well make sure you tell him that joey tribbiani stopped by to drop off all of these clothes
joey|okay
joey|i’m an actor i’m kinda getting my picture up there on the wall
other|y’know there are two people who could put your picture up there
joey|oh really
joey|well maybe you and i go out for drinks
joey|you’re the other one right
other|so lizzie are are are you planning on staying the night
other|oh no no believe me i’m leaving as soon as possible
other|good
other|good
other|not that we don’t want you to stay obviously you’re welcome how much more homework do you have
other|ahh i just have one problem left that i do not know how to solve
other|uhh rachel maybe you want to come upstairs and help me figure it out
rachel|really
rachel|okay
rachel|okay i i’ll go upstairs
rachel|if if you get me something from the car
other|what do you need from the car
rachel|surprise me
other|okay
rachel|so you’re gonna be in the car i will be upstairs and that’s where everybody’s gonna be
other|just relax
other|just relax paul you’re doing great
other|she likes you
other|she… maybe she likes you
other|she likes you
other|y’know why
other|because you’re a neat guy
other|you are the man
other|you are the man
other|i still got it
other|nice and sexy
other|you’re just a love machine
other|i’m just a love machine and i won’t work for nobody but you
other|hey bab y
other|showtime
other|i’m just a love machine yeah ba by
monica|phoebe
phoebe|yeah
monica|have you seen chandler
phoebe|no
phoebe|why
monica|the woman from the museum called and said that there was a cancellation and that we could move up our wedding and chandler heard
monica|i know
monica|how bad is this
phoebe|well for the regular guy it’s bad but chandler oh dear god
monica|i know
monica|i know
monica|and he totally freaked out and i can’t find him anywhere
phoebe|what are you gonna do
monica|well i’m never gonna listen to you again that’s for sure
monica| y’know harm can it do if you go and put your name down
monica| 
phoebe|rachel said that
monica|well rachel’s not here
phoebe|oh
phoebe|here it is
phoebe|ooh joey
phoebe|why did you sign it son of a bitch
phoebe| 
joey|i didn’t do that
joey|who would’ve done that
other|son of a bitch
phoebe|okay maybe ask this guy
other|you get out of my shop
phoebe|well what did he do
other|he went out with my wife
phoebe|joey
joey|whoa whoa whoa whoa i i hey
joey|i did not go out with your wife
joey|okay
joey|i went out with her
other|that’s my wife
other|get out
phoebe|well we should go
joey|yeah
other|ross
other|ross
ross|elizabeth
ross|okay
ross|okay
ross|i’m gonna go out this window
ross|i’ll meet you at the front door
ross|just tell them you’re going home okay
other|okay
rachel|oh wait wait wait
rachel|no
rachel|don’t go in there
rachel|don’t go in there
rachel|i need another soda
other|ross
rachel|oh my god ross
rachel|what in heaven’s name are you doing here
ross|and that is why we cannot see each other anymore
other|ross
other|you and i are going to have to have a little talk
other|daddy
other|you’re next
other|okay
other|i didn’t know he was here
other|let me just see if i got this straight
other|i tell you to stay away from my daughter or i’ll have you fired
other|what you heard was take my daughter come up to my country house and ruin my weekend with rachel
other| 
ross|okay please please paul just let me explain…
other|no let me explain
other|fired
ross|all right fine
ross|fine
ross|have me fired
ross|but uh i want you to know that you and i are not all that different
ross|i mean i too am a neat guy
other|what
ross|and i too am just a love machine
other|ross let me show you where the guest room is
monica|i’m so sorry
monica|please stop freaking out
chandler|i’m not freaking out
chandler|why would i be freaking out
chandler|a woman named heldi called and said we were getting married but that happens everyday
monica|honey we were at this beautiful place and i i i just put our names down for fun
monica|i mean what’s the harm in that
chandler|right here
monica|chandler please don’t think i was trying to pressure you
monica|phoebe and rachel…
chandler|phoebe and rachel
chandler|so the people that knew about our wedding before me were you phoebe and rachel heldi and apparently some band called starlight magic 7 who are available by the way
monica|it was a mistake
monica|please don’t take this to mean anything because it doesn’t
chandler|okay
monica|really
chandler|yes if it really doesn’t mean anything because you know that i’m just not ready…
monica|i know
monica|i know
chandler|okay
monica|i’m gonna go tell joey that that you’re back
monica|i was really worried about you
phoebe|hey did she buy it
chandler|totally
phoebe|so did heldi show you the place
chandler|yeah it’s beautiful
phoebe|i can’t believe you’re gonna ask monica to marry you
chandler|i know
joey|hey gunther
other|hey
other|take these cappuccinos to table 11 and that guy over there wants the biscotti
joey|oh uh well i just came in for a cup of coffee to go
other|do you still work here
joey|no
joey|no i quit a long time ago
joey|did i forget to you that one
joey|i’m sorry
other|oh that’s cool i was gonna fire you anyway
joey|great
