ross|gonna invite us big opening
monica|alright alright alright
joey|need borrow moisturizer
joey|whaddya think
joey|todays big day
monica|oh god
monica|okay go bathroom use whatever want ever tell
joey|thank
chandler|joey
chandler|moms phone
monica|bathroom
monica|think wanna go
chandler|cmon roommates
chandler|eyes
chandler|eyes
monica|warned
rachel|loud
chandler|oh would monica
chandler|hey listen wanna borrow coupla things aurora spent night really wanna make breakfast
monica|oh got whole night huh
chandler|yeah well twenty minutes ethan yknow
rachel|ooh sense little bit resentment
chandler|resentment believe worth
chandler|kay
chandler|yknow relationship key moments know remember rest life
chandler|well every single second like aurora
chandler|wasted thirty five talking people uh
chandler|monica help door
monica|sure
monica|oh um chandler
monica|yknow old monica would would remind scrub teflon pan plastic brush
monica|gonna
other|dammit hire girl
other|okay everybody ready
joey|uh listen wanna thank great opportunity
other|lose robe
other|would work
joey|right
joey|okay
joey|losing robe
joey|robe lost
other|okay everybody like get one take please
other|let us roll
other|waters working
other|action
other|cut
other|hey butt guy hell
joey|well showering
other|clenching
joey|oh
joey|well way see guys upset yknow
joey|mean wifes dead brothers missing
joey|think butt would angry
other|think butt would like get shot lunch
other|rolling
other|water working
other|action
other|cut
joey|going quiet desperation
joey|ask
chandler|god love fingers
other|thank
chandler|actually meant fingers
chandler|look em look happy
other|oh god late
chandler|oh nonononononnononono go
other|okay
chandler|go
other|okay
other|oh
chandler|bad leaving
other|sorry
other|waiting
chandler|well thought thought talked rick
other|rick
chandler|ethan
chandler|got spend whole day
other|andrew
chandler|know therell many moments years come regret asking following question andrew
other|new
chandler|oh saying completely fulfilled rick ethan
other|exactly
chandler|well yknow women would kill three guys like us
other|want
chandler|nono
other|whaddyou mean
chandler|lose guys
other|like
chandler|cmon great together
other|cannot
other|cannot talk laugh make love without feeling obligated one another
other|tonight thought wanted
chandler|well yknow part wants like two guys yknow
chandler|mean one guys going shut
chandler|great
chandler|guy
chandler|actually guy wells every time grinchs heart grows three sizes breaks measuring device
chandler|saying yknow hard
chandler|get
chandler|get
other|one two guys listen
chandler|know listen exactly let finish
other|one
chandler|second guy
other|well call change mind
chandler|sorry first guy runs lips
ross|look way dumped
ross|right
ross|mean woman unbelievably sexy beautiful intelligent unattainable
ross|tell
monica|hey waitwait guy plays butt new al pacino movie
joey|nope
ross|happened big guy
chandler|big guy
ross|felt like big guy moment
joey|got fired
joey|yeah said acted much
joey|told everybody
joey|everybodys gonna go theatre expecting see
rachel|oh joey know one gonna able tell
joey|mom
chandler|something sweet
chandler|disturbing
joey|yknow done nothing crappy plays six years
joey|finally get shot blow
monica|maybe shot
ross|yeah mean think shot yknow know shot
ross|feel like shot
joey|hard tell naked
phoebe|think shot
phoebe|mean even think get one shot
phoebe|really believe big things gonna happen
phoebe|gotta keep thinking day kid gonna run friends go got part
phoebe|got part
phoebe|gonna joey tribbianis ass
joey|yeah
joey|nice
monica|sorry joey
monica|gonna go bed guys
rachel|uh mon gonna leave shoes
monica|uh huh
rachel|really
rachel|casually strewn reckless haphazard manner
monica|matter get em tomorrow
monica|whenever
ross|kook
monica|bothers much go get shoes
monica|stupid
monica|prove anything gonna go get
monica|everyone know
monica|unless get wake really early put back
monica|need help
