char_name|char_id|unprocessed_line|processed_line
Joey|3|Does the knuckle-cracking bother everybody|does the knuckle cracking bother everybody
Rachel|1|Well, I-I could live without it|well i i could live without it
Joey|3|Well, is it, like, a little annoying, or is it like when Phoebe chews her hair|well is it like a little annoying or is it like when phoebe chews her hair
Ross|6|Oh, now, don't listen to him, Pheebs, I think it's endearing|oh now do not listen to him pheebs i think it is endearing
Joey|3|"Oh,  ""you do, do you"""|oh you do do you
Ross|6|You know, there's nothing wrong with speaking correctly|you know there is nothing wrong with speaking correctly
Rachel|1|"""Indeed there isn't"""|indeed there is not
Rachel|1|I should really get back to work|i should really get back to work
Phoebe|5|Yeah, 'cause otherwise someone might get what they actually ordered|yeah because otherwise someone might get what they actually ordered
Rachel|1|Ohh-ho-hooohhh|ohh ho hooohhh
Rachel|1|The hair comes out, and the gloves come on|the hair comes out and the gloves come on
Monica|2|Did you ever go out with a guy your friends all really like|did you ever go out with a guy your friends all really like
Paula|0|No|no
Monica|2|Okay|okay
Monica|2|Well, I'm going out with a guy my friends all really like|well i am going out with a guy my friends all really like
Paula|0|Waitwait|waitwait
Paula|0|we talking about the coyotes here|we talking about the coyotes here
Paula|0|All right, a cow got through|all right a cow got through
Monica|2|Can you believe it|can you believe it
Monica|2|Y'know what|yknow what
Monica|2|I just don't feel the thing|i just do not feel the thing
Monica|2|I mean, they feel the thing, I don't feel the thing|i mean they feel the thing i do not feel the thing
Paula|0|Honey|honey
Paula|0|you should always feel the thing|you should always feel the thing
Paula|0|Listen, if that's how you feel about the guy, Monica, dump him|listen if that is how you feel about the guy monica dump him
Monica|2|I know|i know
Monica|2|it's gonna be really hard|it is gonna be really hard
Paula|0|Well, he's a big boy, he'll get over it|well he is a big boy he will get over it
Monica|2|No, he'll be fine|no he will be fine
Monica|2|It's the other five I'm worried about|it is the other five i am worried about
Joey|3|Do you have any respect for your body|do you have any respect for your body
Ross|6|Don't you realise what you're-you're doing to yourself|do not you realise what you are you are doing to yourself
Chandler|4|Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease|hey yknow i have had it with you guys and your cancer and your emphysema and your heart disease
Chandler|4|The bottom line is, smoking is cool, and you know it|the bottom line is smoking is cool and you know it
Rachel|1|Chandler|chandler
Rachel|1|It's Alan, he wants to speak to you|it is alan he wants to speak to you
Chandler|4|Really|really
Chandler|4|He does|he does
Chandler|4|Hey, buddy, what's up|hey buddy what is up
Chandler|4|Oh, she told you about that, huh|oh she told you about that huh
Chandler|4|Well, yeah, I have one now and then|well yeah i have one now and then
Chandler|4|Well, yeah, now|well yeah now
Chandler|4|Well, it's not that big-|well it is not that big
Chandler|4|well, that's true,|well that is true
Chandler|4|Gee, y'know, no-one- no-one's ever put it like that before|gee yknow no one no ones ever put it like that before
Chandler|4|Well, okay, thanks|well okay thanks
Rachel|1|God, he's good|god he is good
Ross|6|If only he were a woman|if only he were a woman
Rachel|1|Yeah|yeah
Chandler|4|Ooh, Lambchop|ooh lambchop
Chandler|4|How old is that sock|how old is that sock
Chandler|4|If I had a sock on my hand for thirty years it'd be talking too|if i had a sock on my hand for thirty years it would be talking too
Ross|6|Okay|okay
Ross|6|I think it's time to change somebody's nicotine patch|i think it is time to change somebodys nicotine patch
Monica|2|Hey|hey
Monica|2|Where's Joey|where is joey
Chandler|4|Joey ate my last stick of gum, so I killed him|joey ate my last stick of gum so i killed him
Chandler|4|Do you think that was wrong|do you think that was wrong
Rachel|1|I think he's across the hall|i think he is across the hall
Monica|2|Thanks|thanks
Ross|6|There y'go|there ygo
Chandler|4|Ooh, I'm alive with pleasure now|ooh i am alive with pleasure now
Ross|6|Hey Pheebs, you gonna have the rest of that Pop-Tart|hey pheebs you gonna have the rest of that pop tart
Ross|6|Pheebs|pheebs
Phoebe|5|Does anyone want the rest of this Pop-Tart|does anyone want the rest of this pop tart
Ross|6|Hey, I might|hey i might
Phoebe|5|Sorry|sorry
Phoebe|5|Y'know, those stupid soda people gave me seven thousand dollars for the thumb|yknow those stupid soda people gave me seven thousand dollars for the thumb
Phoebe|5|And on my way over here, I stepped in gum|and on my way over here i stepped in gum
Phoebe|5|What is up with the universe|what is up with the universe
Joey|3|What's going on|what is going on
Monica|2|Nothing|nothing
Monica|2|I just think it's nice when we're all here together|i just think it is nice when we are all here together
Joey|3|Even nicer when everyone gets to wear their underwear|even nicer when everyone gets to wear their underwear
Rachel|1|Uh, Joey|uh joey
Joey|3|Oh, God|oh god
Monica|2|Okay|okay
Monica|2|Please, guys, we have to talk|please guys we have to talk
Phoebe|5|Wait, wait, I'm getting a deja vu|wait wait i am getting a deja vu
Phoebe|5|no, I'm not|no i am not
Monica|2|Alright, we have to talk|alright we have to talk
Phoebe|5|There it is|there it is
Monica|2|Okay|okay
Monica|2|It's-it's about Alan|it is it is about alan
Monica|2|There's something that you should know|there is something that you should know
Monica|2|I mean, there's really no easy way to say this|i mean there is really no easy way to say this
Monica|2|uh|uh
Monica|2|I've decided to break up with Alan|i have decided to break up with alan
Ross|6|Is there somebody else|is there somebody else
Monica|2|No, nononono|no nononono
Monica|2|it's just|it is just
Monica|2|things change|things change
Monica|2|People change|people change
Rachel|1|We didn't change|we did not change
Joey|3|So that's it|so that is it
Joey|3|It's over|it is over
Joey|3|Just like that|just like that
Phoebe|5|You know|you know
Phoebe|5|you let your guard down, you start to really care about someone, and I just- I-|you let your guard down you start to really care about someone and i just i
Monica|2|Look, I- I could go on pretending-|look i i could go on pretending
Joey|3|Okay|okay
Monica|2|-but that wouldn't be fair to me, it wouldn't be fair to Alan- It wouldn't be fair to you|but that would not be fair to me it would not be fair to alan it would not be fair to you
Ross|6|Who-who wants fair|who who wants fair
Ross|6|Y'know, I just want things back|yknow i just want things back
Ross|6|Y'know, the way they were|yknow the way they were
Monica|2|I'm sorry|i am sorry
Chandler|4|Oh, she's sorry|oh she is sorry
Chandler|4|I feel better|i feel better
Rachel|1|I just can't believe this|i just cannot believe this
Rachel|1|I mean, with the holidays coming up- I wanted him to meet my family-|i mean with the holidays coming up i wanted him to meet my family
Monica|2|I'll meet somone else|i will meet somone else
Monica|2|There'll be other Alans|therell be other alans
Monica|2|Are you guys gonna be okay|are you guys gonna be okay
Ross|6|Hey hey, we'll be fine|hey hey we will be fine
Ross|6|We're just gonna need a little time|we are just gonna need a little time
Monica|2|I understand|i understand
Alan|0|Wow|wow
Monica|2|I'm, I'm really sorry|i am i am really sorry
Alan|0|Yeah, I'm sorry too|yeah i am sorry too
Alan|0|But, I gotta tell you, I am a little relieved|but i gotta tell you i am a little relieved
Monica|2|Relieved|relieved
Alan|0|Yeah, well, I had a great time with you|yeah well i had a great time with you
Alan|0|I just can't stand your friends|i just cannot stand your friends
Rachel|1|Remember when we went to Central Park and rented boats|remember when we went to central park and rented boats
Rachel|1|That was fun|that was fun
Ross|6|Yeah|yeah
Ross|6|He could row like a viking|he could row like a viking
Monica|2|Hi|hi
Ross|6|So how'd it go|so how did it go
Monica|2|Oh, y'know|oh yknow
Phoebe|5|Did he mention us|did he mention us
Monica|2|He said he's really gonna miss you guys|he said he is really gonna miss you guys
Ross|6|You had a rough day, huh|you had a rough day huh
Ross|6|c'mere|cmere
Chandler|4|That's it|that is it
Chandler|4|I'm getting cigarettes|i am getting cigarettes
Chandler|4|I don't care, I don't care|i do not care i do not care
Chandler|4|Game's over|games over
Chandler|4|I'm weak|i am weak
Chandler|4|I've gotta smoke|i have gotta smoke
Chandler|4|I've gotta have the smoke|i have gotta have the smoke
Phoebe|5|If you never smoke again I'll give you seven thousand dollars|if you never smoke again i will give you seven thousand dollars
Chandler|4|Yeah, alright|yeah alright
