char_name|char_id|unprocessed_line|processed_line
Rachel|1|I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows|i mean i could not not know i mean if if the doctor knows and carol knows and susan knows
Monica|2|And Monica knows|and monica knows
Ross|6|Wha, heh, how could you know, I don't even know|wha heh how could you know i do not even know
Monica|2|Carol called me to thank me for the lasagna, I asked, she told me|carol called me to thank me for the lasagna i asked she told me
Joey|3|So what's it gonna be|so what is it gonna be
Ross|6|Wait—oh—hey—huh, oh great now he knows, and I don't know|wait oh hey huh oh great now he knows and i do not know
Monica|2|I'm sorry, I'm just excited about being an aunt|i am sorry i am just excited about being an aunt
Joey|3|Or an uncle|or an uncle
Joey|3|Hey Phoebe|hey phoebe
Chandler|4|Hey Phoebe|hey phoebe
Ross|6|Hi Pheebs|hi pheebs
Rachel|1|Pheebs|pheebs
Phoebe|5|Fine|fine
Monica|2|Phoebe, what's the matter|phoebe what is the matter
Phoebe|5|Nothing, I'm sorry, I'm just, I'm out of sorts|nothing i am sorry i am just i am out of sorts
Customer|0|Hey, can we get some cappuccino over here|hey can we get some cappuccino over here
Rachel|1|Oh, right, that's me|oh right that is me
Joey|3|Hey, Chandler, that table place closes at 7, come on|hey chandler that table place closes at come on
Chandler|4|Fine|fine
Monica|2|Phoebe, what is it|phoebe what is it
Phoebe|5|All right, you know Paolo|all right you know paolo
Ross|6|I'm familiar with his work, yes|i am familiar with his work yes
Phoebe|5|Well, he made a move on me|well he made a move on me
Joey|3|Whoa, store will be open tomorrow|whoa store will be open tomorrow
Chandler|4|More coffee over here, please|more coffee over here please
Monica|2|Well, what happened|well what happened
Phoebe|5|Well, he came in for a massage, and everything was fine until|well he came in for a massage and everything was fine until
Joey|3|Ooooohh|ooooohh
Chandler|4|Ooooohh|ooooohh
Ross|6|My God|my god
Monica|2|Are you sure|are you sure
Phoebe|5|Oh yeah, I'm sure|oh yeah i am sure
Phoebe|5|And all of a sudden his hands weren't the problem anymore|and all of a sudden his hands were not the problem anymore
Monica|2|Was it|was it
Phoebe|5|Oh, boy scouts could have camped under there|oh boy scouts could have camped under there
Guys|0|Oooooo|oooooo
Rachel|1|"""Ooo,"" what"|ooo what
Phoebe|5|Uma Thurman|uma thurman
Monica|2|Oh|oh
Ross|6|The actress|the actress
Ross|6|Thanks Rach|thanks rach
Chandler|4|So what are you gonna do|so what are you gonna do
Ross|6|You have to tell her|you have to tell her
Ross|6|You have to tell her|you have to tell her
Ross|6|It's your moral obligation, as a friend, as a woman, I think it's a feminist issue|it is your moral obligation as a friend as a woman i think it is a feminist issue
Ross|6|Guys|guys
Ross|6|Guys|guys
Chandler|4|Oh, yeah, you have to tell her|oh yeah you have to tell her
Joey|3|Feminist issue|feminist issue
Joey|3|That's where I went|that is where i went
Phoebe|5|She is gonna hate me|she is gonna hate me
Ross|6|Yeah, well|yeah well
Joey|3|Will you pick one, just pick one|will you pick one just pick one
Joey|3|Here, how about that one|here how about that one
Chandler|4|That's patio furniture|that is patio furniture
Joey|3|"So what, like people are gonna come in and think, ""Uh-oh, I'm outside again"|so what like people are gonna come in and think uh oh i am outside again
Joey|3|""" Of course"|of course
Chandler|4|What about the birds|what about the birds
Joey|3|"I don't know, birds just don't say, ""Hello, sit here, eat something"|i do not know birds just do not say hello sit here eat something
Joey|3|""""|
Chandler|4|You pick one|you pick one
Joey|3|All right, how about the ladybugs|all right how about the ladybugs
Chandler|4|Oh, so, forget about the birds, but big red insects suggest fine dining|oh so forget about the birds but big red insects suggest fine dining
Joey|3|Fine, you want to get the birds, get the birds|fine you want to get the birds get the birds
Chandler|4|Not like that, I won't|not like that i will not
Chandler|4|Kip would have liked the birds|kip would have liked the birds
Phoebe|5|Hey|hey
Rachel|1|Hi Pheebs|hi pheebs
Phoebe|5|Are you moving out|are you moving out
Rachel|1|No, these aren't all my suitcases|no these are not all my suitcases
Rachel|1|This one's Paolo's|this ones paolos
Phoebe|5|Um, um, Rachel can we talk for a sec|um um rachel can we talk for a sec
Rachel|1|Well, sure|well sure
Rachel|1|just a sec, though, 'cause Paolo's on his way over|just a sec though because paolos on his way over
Phoebe|5|Oh|oh
Phoebe|5|Ok, um, ok, um,|ok um ok um
Rachel|1|Oh, Pheebs, Pheebs|oh pheebs pheebs
Phoebe|5|Ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me|ok um we have not known each other for that long a time and um there are three things that you should know about me
Phoebe|5|One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world|one my friends are the most important thing in my life two i never lie and three i make the best oatmeal raisin cookies in the world
Rachel|1|Ok, thanks Pheebs  Oh my God, why have I never tasted these before|ok thanks pheebs oh my god why have i never tasted these before
Phoebe|5|Oh, I don't make them a lot because I don't think it's fair to the other cookies|oh i do not make them a lot because i do not think it is fair to the other cookies
Rachel|1|All right, well, you're right, these are the best oatmeal cookies I've ever had|all right well you are right these are the best oatmeal cookies i have ever had
Phoebe|5|Which proves that I never lie|which proves that i never lie
Rachel|1|I guess you don't|i guess you do not
Phoebe|5|Paolo made a pass at me|paolo made a pass at me
Chandler|4|So, what do you think|so what do you think
Ross|6|I think It's the most beautiful table I've ever seen|i think it is the most beautiful table i have ever seen
Chandler|4|I know|i know
Monica|2|So how does this work, you going to balance the plates on these little guys' heads|so how does this work you going to balance the plates on these little guys heads
Joey|3|Who cares, we'll eat at the sink|who cares we will eat at the sink
Joey|3|Come on, let's play|come on let us play
Monica|2|Heads up Ross|heads up ross
Monica|2|Score|score
Monica|2|You suck|you suck
Phoebe|5|Are you okay|are you okay
Rachel|1|I need some milk|i need some milk
Phoebe|5|Ok, I've got milk  Here you go|ok i have got milk here you go
Phoebe|5|Oh|oh
Phoebe|5|Better|better
Rachel|1|No|no
Rachel|1|oh, I feel so stupid|oh i feel so stupid
Rachel|1|"Oh, I think about the other day with you guys and I was all ""Oh, Paolo, he's so great, he makes me feel so"|oh i think about the other day with you guys and i was all oh paolo he is so great he makes me feel so
Rachel|1|""" Oh, God, I'm so embarrassed"|oh god i am so embarrassed
Phoebe|5|I'm so embarrassed, I'm the one he hit on|i am so embarrassed i am the one he hit on
Rachel|1|Pheebs, if I had never met him this never would have happened|pheebs if i had never met him this never would have happened
Rachel|1|I'm so sorry|i am so sorry
Rachel|1|No I'm sorry|no i am sorry
Rachel|1|No I'm sorry|no i am sorry
Rachel|1|No I'm sorry|no i am sorry
Phoebe|5|I'm so sorry|i am so sorry
Phoebe|5|No I'm sorry|no i am sorry
Phoebe|5|No I'm sorry|no i am sorry
Phoebe|5|No I'm sorry|no i am sorry
Phoebe|5|No, wait, oh, what are we sorry about|no wait oh what are we sorry about
Rachel|1|I don't know|i do not know
Rachel|1|right, he's the pig|right he is the pig
Phoebe|5|Such a pig|such a pig
Rachel|1|Oh, God, he's such a pig,|oh god he is such a pig
Phoebe|5|Oh he's like a|oh he is like a
Rachel|1|He's like a big disgusting|he is like a big disgusting
Phoebe|5|like a|like a
Rachel|1|pig|pig
Rachel|1|pig man|pig man
Phoebe|5|Yes, good|yes good
Phoebe|5|Ok|ok
Rachel|1|Oh, but he was my pig man|oh but he was my pig man
Rachel|1|how did I not see this|how did i not see this
Phoebe|5|Oh|oh
Phoebe|5|I know|i know
Phoebe|5|It's because|it is because
Phoebe|5|he's gorgeous, and he's charming, and when he looks at you|he is gorgeous and he is charming and when he looks at you
Rachel|1|Ok, Ok, Pheebs|ok ok pheebs
Phoebe|5|The end|the end
Rachel|1|Oh, God|oh god
Phoebe|5|Should I not have told you|should i not have told you
Rachel|1|No, no, trust, me, it's, it's, it's much better that I know|no no trust me it is it is it is much better that i know
Rachel|1|Uh, I just liked it better before it was better|uh i just liked it better before it was better
Phoebe|5|I think she took it pretty well|i think she took it pretty well
Phoebe|5|You know Paolo's over there right now, so|you know paolos over there right now so
Monica|2|We should get over there and see if she's okay|we should get over there and see if she is okay
Monica|2|Just one|just one
Monica|2|second|second
Monica|2|Score|score
Monica|2|Game|game
Monica|2|Come on|come on
Ross|6|Ah|ah
Ross|6|ooh|ooh
Ross|6|Well, looks like, uh, we kicked your butts|well looks like uh we kicked your butts
Joey|3|No-no, she kicked our butts|no no she kicked our butts
Joey|3|You could be on the Olympic standing-there team|you could be on the olympic standing there team
Ross|6|Come on, two on one|come on two on one
Chandler|4|What are you still doing here|what are you still doing here
Chandler|4|She just broke up with the guy, it's time for you to swoop in|she just broke up with the guy it is time for you to swoop in
Ross|6|What, now|what now
Joey|3|Yes, now is when you swoop|yes now is when you swoop
Joey|3|You gotta make sure that when Paolo walks out of there, the first guy Rachel sees is you, She's gotta know that you're everything he's not|you gotta make sure that when paolo walks out of there the first guy rachel sees is you she is gotta know that you are everything he is not
Joey|3|You're like, like the anti-Paolo|you are like like the anti paolo
Chandler|4|My Catholic friend is right|my catholic friend is right
Chandler|4|She's distraught|she is distraught
Chandler|4|You're there for her|you are there for her
Chandler|4|You pick up the pieces, and then you usher in the age of Ross|you pick up the pieces and then you usher in the age of ross
Paolo|0|No, that's cold, that's cold, that's|no that is cold that is cold that is
Ross|6|How's it going|how is it going
Monica|2|Don't stare|do not stare
Monica|2|"Now she just finished throwing his clothes off the balcony, now there's just a lot of gesturing and arm-waving, , Ok, that is either, ""How could you"|now she just finished throwing his clothes off the balcony now there is just a lot of gesturing and arm waving ok that is either how could you
Monica|2|""" or, ""Enormous breasts"|or enormous breasts
Monica|2|""" Here he comes"|here he comes
Phoebe|5|Ooh|ooh
Paolo|0|Uh, I am, uh, to say good-bye|uh i am uh to say good bye
Phoebe|5|Oh, ok bye-bye|oh ok bye bye
Monica|2|Paolo, I really hate you for what you did to Rachel,  but I still have five of these, so heat it at 375 until the cheese bubbles|paolo i really hate you for what you did to rachel but i still have five of these so heat it at until the cheese bubbles
Paolo|0|Grazie|grazie
Ross|6|Paolo, I-I just want to tell you and I think I speak for everyone when I say|paolo i i just want to tell you and i think i speak for everyone when i say
Phoebe|5|Oh, just look at her|oh just look at her
Ross|6|Oh you guys, I-I really think just one of us should go out there so she's not overwhelmed|oh you guys i i really think just one of us should go out there so she is not overwhelmed
Monica|2|Oh, you're right|oh you are right
Ross|6|and I really think it should be me|and i really think it should be me
Ross|6|Hey|hey
Rachel|1|Hey|hey
Ross|6|You all right|you all right
Rachel|1|Ooh, I've been better|ooh i have been better
Ross|6|Come here|come here
Ross|6|Listen, you deserve so much better than him|listen you deserve so much better than him
Ross|6|you know, I mean, you, you, you should be with a guy who knows what he has when he has you|you know i mean you you you should be with a guy who knows what he has when he has you
Rachel|1|Oh, Ross|oh ross
Ross|6|What|what
Rachel|1|I am so sick of guys|i am so sick of guys
Rachel|1|I don't want to look at another guy, I don't want to think about another guy, I don't even want to be near another guy|i do not want to look at another guy i do not want to think about another guy i do not even want to be near another guy
Ross|6|Huh|huh
Rachel|1|Oh Ross, you're so great|oh ross you are so great
Ross|6|Ohhhh|ohhhh
Monica|2|Ooh|ooh
Monica|2|hey honey, are you all right|hey honey are you all right
Rachel|1|Oh|oh
Phoebe|5|You ok|you ok
Rachel|1|medium|medium
Rachel|1|hmm|hmm
Rachel|1|any cookies left|any cookies left
Phoebe|5|Yep|yep
Ross|6|See, Rach, uh, see, I don't think that swearing off guys altogether is the answer|see rach uh see i do not think that swearing off guys altogether is the answer
Ross|6|I really don't|i really do not
Ross|6|I think that what you need is to develop a more sophisticated screening process|i think that what you need is to develop a more sophisticated screening process
Rachel|1|No|no
Rachel|1|I just need to be by myself for a while, you know|i just need to be by myself for a while you know
Rachel|1|I just got to figure out what I want|i just got to figure out what i want
Ross|6|Uh, no, no, see, because not|uh no no see because not
Ross|6|not all guys are going to be a Paolo|not all guys are going to be a paolo
Rachel|1|No, I know, I know, and I'm sure your little boy is not going to grow up to be one|no i know i know and i am sure your little boy is not going to grow up to be one
Ross|6|What|what
Rachel|1|What|what
Ross|6|I-I'm, I'm having a boy|i i am i am having a boy
Rachel|1|Uh|uh
Rachel|1|no|no
Rachel|1|No, no, in fact, you're not having a boy|no no in fact you are not having a boy
Ross|6|Wha-I'm having, I'm having a boy|wha i am having i am having a boy
Ross|6|Huh, am I having a boy|huh am i having a boy
Girls|0|Yes, you're having a boy|yes you are having a boy
Ross|6|I'm having a boy|i am having a boy
Ross|6|Oh, I'm having a boy|oh i am having a boy
Chandler|4|Wha-|wha
Joey|3|Wha-|wha
Joey|3|What is it|what is it
Chandler|4|What is it|what is it
Ross|6|I'm having a boy|i am having a boy
Ross|6|I-I'm having a boy|i i am having a boy
Joey|3|Hey|hey
Chandler|4|Hey|hey
Joey|3|We already knew that|we already knew that
Chandler|4|We already knew that|we already knew that
Ross|6|I'm having a son|i am having a son
Ross|6|Um|um
Monica|2|Yes|yes
Monica|2|And that would be a shut-down|and that would be a shut down
Joey|3|Shut-out|shut out
Chandler|4|Shut-out|shut out
Monica|2|Where are you guys going|where are you guys going
Monica|2|Come on, one more game|come on one more game
Joey|3|Uh, it's 2:30 in the morning|uh it is in the morning
Chandler|4|Yeah, get out|yeah get out
Monica|2|You guys are always hanging out in my apartment|you guys are always hanging out in my apartment
Monica|2|Come on, I'll only use my left hand, huh|come on i will only use my left hand huh
Monica|2|Come on, wussies|come on wussies
Monica|2|All right, ok, I gotta go|all right ok i gotta go
Monica|2|I'm going,  and I'm gone|i am going and i am gone
Chandler|4|One more game|one more game
Joey|3|Oh yeah|oh yeah
