char_name|char_id|unprocessed_line|processed_line
Rachel|1|Who is being loud|who is being loud
Chandler|4|Oh, that would be Monica|oh that would be monica
Chandler|4|Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast|hey listen i wanna borrow a coupla things aurora spent the night i really wanna make her breakfast
Monica|2|Oh, you got the whole night, huh|oh you got the whole night huh
Chandler|4|Yeah, well, I only have twenty minutes until Ethan, so, y'know|yeah well i only have twenty minutes until ethan so yknow
Rachel|1|Ooh, do I sense a little bit of resentment|ooh do i sense a little bit of resentment
Chandler|4|No, no resentment, believe me, it's worth it|no no resentment believe me it is worth it
Chandler|4|'Kay|kay
Chandler|4|Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life|yknow in a relationship you have these key moments that you know you will remember for the rest of your life
Chandler|4|Well, every- single- second is like that with Aurora|well every single second is like that with aurora
Chandler|4|and I've just wasted about thirty-five of them talking to you people, so, uh|and i have just wasted about thirty five of them talking to you people so uh
Chandler|4|Monica, can you help me with the door|monica can you help me with the door
Monica|2|Sure|sure
Monica|2|Oh, um, Chandler|oh um chandler
Monica|2|Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush|yknow the the old monica would would remind you to scrub that teflon pan with a plastic brush
Monica|2|But I'm not gonna do that|but i am not gonna do that
Director|0|Dammit, hire the girl|dammit hire the girl
Director|0|Okay, everybody ready|okay everybody ready
Joey|3|Uh, listen, I just wanna thank you for this great opportunity|uh listen i just wanna thank you for this great opportunity
Director|0|Lose the robe|lose the robe
Joey|3|Me|me
Director|0|That would work|that would work
Joey|3|Right|right
Joey|3|Okay|okay
Joey|3|Losing the robe|losing the robe
Joey|3|And the robe is lost|and the robe is lost
Director|0|Okay, everybody, we'd like to get this in one take, please|okay everybody we would like to get this in one take please
Director|0|Let's roll it|let us roll it
Director|0|water's working|waters working
Director|0|and|and
Director|0|action|action
Director|0|And cut|and cut
Director|0|Hey, Butt Guy, what the hell are you doing|hey butt guy what the hell are you doing
Joey|3|Well, I'm- I'm showering|well i am i am showering
Director|0|No, that was clenching|no that was clenching
Joey|3|Oh|oh
Joey|3|Well, the way I see it, the guy's upset here, y'know|well the way i see it the guys upset here yknow
Joey|3|I mean, his wife's dead, his brother's missing|i mean his wifes dead his brothers missing
Joey|3|I think his butt would be angry here|i think his butt would be angry here
Director|0|I think his butt would like to get this shot before lunch|i think his butt would like to get this shot before lunch
Director|0|Once again, rolling|once again rolling
Director|0|water working|water working
Director|0|and action|and action
Director|0|and cut|and cut
Director|0|What was that|what was that
Joey|3|I was going for quiet desperation|i was going for quiet desperation
Joey|3|But if you have to ask|but if you have to ask
Chandler|4|God, I love these fingers|god i love these fingers
Aurora|0|Thank you|thank you
Chandler|4|No, actually I meant my fingers|no actually i meant my fingers
Chandler|4|Look at 'em, look at how happy they are|look at em look at how happy they are
Aurora|0|Oh my God, I'm late|oh my god i am late
Chandler|4|Oh no nonononononnononono, don't go|oh no nonononononnononono do not go
Aurora|0|Okay|okay
Chandler|4|Don't go|do not go
Aurora|0|Okay|okay
Aurora|0|Oh no, I have to|oh no i have to
Chandler|4|Too bad, she's leaving|too bad she is leaving
Aurora|0|I'm sorry|i am sorry
Aurora|0|He'll be waiting for me|he will be waiting for me
Chandler|4|Well, I thought- I thought you talked to Rick|well i thought i thought you talked to rick
Aurora|0|It's not Rick|it is not rick
Chandler|4|What, Ethan|what ethan
Chandler|4|He got to spend the whole day with you|he got to spend the whole day with you
Aurora|0|No, it's-it's Andrew|no it is it is andrew
Chandler|4|I know there'll be many moments in the years to come when I'll regret asking the following question, but- And Andrew is|i know therell be many moments in the years to come when i will regret asking the following question but and andrew is
Aurora|0|He's|he is
Aurora|0|new|new
Chandler|4|Oh, so what you're saying is you're not completely fulfilled by Rick, Ethan and myself|oh so what you are saying is you are not completely fulfilled by rick ethan and myself
Aurora|0|No, that's not exactly what I was|no that is not exactly what i was
Chandler|4|Well, y'know, most women would kill for three guys like us|well yknow most women would kill for three guys like us
Aurora|0|So what do you want|so what do you want
Chandler|4|You|you
Aurora|0|You have me|you have me
Chandler|4|Nono, just you|nono just you
Aurora|0|Whaddyou mean|whaddyou mean
Chandler|4|Lose the other guys|lose the other guys
Aurora|0|Like,|like
Aurora|0|all of them|all of them
Chandler|4|C'mon, we're great together, why not|cmon we are great together why not
Aurora|0|Why can't we just have what we have now|why cannot we just have what we have now
Aurora|0|Why can't we just talk, and laugh, and make love, without feeling obligated to one another|why cannot we just talk and laugh and make love without feeling obligated to one another
Aurora|0|and up until tonight I thought that's what you wanted too|and up until tonight i thought that is what you wanted too
Chandler|4|Well, y'know, part of me wants that, but it's like I'm two guys, y'know|well yknow part of me wants that but it is like i am two guys yknow
Chandler|4|I mean, one guy's going 'Shut up|i mean one guys going shut up
Chandler|4|This is great|this is great
Chandler|4|' But there's this other guy|but there is this other guy
Chandler|4|Actually it's the same guy that wells up every time that Grinch's heart grows three sizes and breaks that measuring device|actually it is the same guy that wells up every time that grinchs heart grows three sizes and breaks that measuring device
Chandler|4|And he's saying, y'know, 'This is too hard|and he is saying yknow this is too hard
Chandler|4|Get out|get out
Chandler|4|Get out|get out
Chandler|4|'|
Aurora|0|So|so
Aurora|0|which one of the two guys will you listen to|which one of the two guys will you listen to
Chandler|4|I don't know, I-I have to listen to both of them, they don't exactly let each other finish|i do not know i i have to listen to both of them they do not exactly let each other finish
Aurora|0|Which one|which one
Chandler|4|The second guy|the second guy
Aurora|0|Well, call me if you change your mind|well call me if you change your mind
Chandler|4|Sorry, the first guy runs the lips|sorry the first guy runs the lips
Ross|6|Look at it this way: you dumped her|look at it this way you dumped her
Ross|6|Right|right
Ross|6|I mean, this woman was unbelievably sexy, and beautiful, intelligent, unattainable|i mean this woman was unbelievably sexy and beautiful intelligent unattainable
Ross|6|Tell me why you did this again|tell me why you did this again
Monica|2|Hey, waitwait, aren't you the guy that plays the butt in the new Al Pacino movie|hey waitwait are not you the guy that plays the butt in the new al pacino movie
Joey|3|Nope|nope
Ross|6|No|no
Ross|6|What happened, big guy|what happened big guy
Chandler|4|"""Big guy"|big guy
Chandler|4|""""|
Ross|6|It felt like a 'big guy' moment|it felt like a big guy moment
Joey|3|I got fired|i got fired
Joey|3|Yeah, they said I acted too much with it|yeah they said i acted too much with it
Joey|3|I told everybody about this|i told everybody about this
Joey|3|Now everybody's gonna go to the theatre, expecting to see me, and|now everybodys gonna go to the theatre expecting to see me and
Rachel|1|Oh, Joey, you know what, no-one is gonna be able to tell|oh joey you know what no one is gonna be able to tell
Joey|3|My mom will|my mom will
Chandler|4|Something so sweet and|something so sweet and
Chandler|4|disturbing about that|disturbing about that
Joey|3|Y'know, I've done nothing but crappy plays for six years|yknow i have done nothing but crappy plays for six years
Joey|3|And I finally get my shot, and I blow it|and i finally get my shot and i blow it
Monica|2|Maybe this wasn't your shot|maybe this was not your shot
Ross|6|Yeah, I mean|yeah i mean
Ross|6|I think when it's your shot, y'know, you-you know it's your shot|i think when it is your shot yknow you you know it is your shot
Ross|6|Did it|did it
Ross|6|feel like your shot|feel like your shot
Joey|3|Hard to tell, I was naked|hard to tell i was naked
Phoebe|5|No, I don't think this was your shot|no i do not think this was your shot
Phoebe|5|I mean, I don't even think you just get one shot|i mean i do not even think you just get one shot
Phoebe|5|I really believe big things are gonna happen for you, I do|i really believe big things are gonna happen for you i do
Phoebe|5|You've gotta just keep thinking about the day that some kid is gonna run up to his friends and go 'I got the part|you have gotta just keep thinking about the day that some kid is gonna run up to his friends and go i got the part
Phoebe|5|I got the part|i got the part
Phoebe|5|I'm gonna be Joey Tribbiani's ass|i am gonna be joey tribbianis ass
Phoebe|5|'|
Joey|3|Yeah|yeah
Joey|3|That's so nice|that is so nice
Monica|2|I'm sorry, Joey|i am sorry joey
Monica|2|I'm gonna go to bed, guys|i am gonna go to bed guys
Rachel|1|Uh, Mon, you-you gonna leave your shoes out here|uh mon you you gonna leave your shoes out here
Monica|2|Uh-huh|uh huh
Rachel|1|Really|really
Rachel|1|Just casually strewn about in that reckless haphazard manner|just casually strewn about in that reckless haphazard manner
Monica|2|Doesn't matter, I'll get 'em tomorrow|does not matter i will get em tomorrow
Monica|2|Or not|or not
Monica|2|Whenever|whenever
Ross|6|She is a kook|she is a kook
Monica|2|If it bothers you that much, just go out and get the shoes|if it bothers you that much just go out and get the shoes
Monica|2|No|no
Monica|2|Don't do this|do not do this
Monica|2|This is stupid|this is stupid
Monica|2|I don't have to prove anything, I'm gonna go get them|i do not have to prove anything i am gonna go get them
Monica|2|But then everyone will know|but then everyone will know
Monica|2|Unless I get them, and then wake up really early and put them back|unless i get them and then wake up really early and put them back
Monica|2|I need help|i need help
