char_name|char_id|unprocessed_line|processed_line
Ross|6|Okay|okay
Ross|6|Why does everyone keep fixating on that|why does everyone keep fixating on that
Ross|6|She didn't know, how should I know|she did not know how should i know
Chandler|4|Sometimes I wish I was a lesbian|sometimes i wish i was a lesbian
Chandler|4|Did I say that out loud|did i say that out loud
Ross|6|I told mom and dad last night, they seemed to take it pretty well|i told mom and dad last night they seemed to take it pretty well
Monica|2|Oh really, so that hysterical phone call I got from a woman at sobbing 3:00 A|oh really so that hysterical phone call i got from a woman at sobbing a
Monica|2|M|m
Monica|2|", ""I'll never have grandchildren, I'll never have grandchildren"|i will never have grandchildren i will never have grandchildren
Monica|2|""" was what"|was what
Monica|2|A wrong number|a wrong number
Ross|6|Sorry|sorry
Joey|3|Alright Ross, look|alright ross look
Joey|3|You're feeling a lot of pain right now|you are feeling a lot of pain right now
Joey|3|You're angry|you are angry
Joey|3|You're hurting|you are hurting
Joey|3|Can I tell you what the answer is|can i tell you what the answer is
Joey|3|Strip joint|strip joint
Joey|3|C'mon, you're single|cmon you are single
Joey|3|Have some hormones|have some hormones
Ross|6|I don't want to be single, okay|i do not want to be single okay
Ross|6|I just|i just
Ross|6|I just- I just wanna be married again|i just i just wanna be married again
Chandler|4|And I just want a million dollars|and i just want a million dollars
Monica|2|Rachel|rachel
Rachel|1|Oh God Monica hi|oh god monica hi
Rachel|1|Thank God|thank god
Rachel|1|I just went to your building and you weren't there and then this guy with a big hammer said you might be here and you are, you are|i just went to your building and you were not there and then this guy with a big hammer said you might be here and you are you are
Waitress|0|Can I get you some coffee|can i get you some coffee
Monica|2|De-caff|de caff
Monica|2|Okay, everybody, this is Rachel, another Lincoln High survivor|okay everybody this is rachel another lincoln high survivor
Monica|2|This is everybody, this is Chandler, and Phoebe, and Joey, and- you remember my brother Ross|this is everybody this is chandler and phoebe and joey and you remember my brother ross
Rachel|1|Hi, sure|hi sure
Ross|6|Hi|hi
Monica|2|So you wanna tell us now, or are we waiting for four wet bridesmaids|so you wanna tell us now or are we waiting for four wet bridesmaids
Rachel|1|Oh God|oh god
Rachel|1|well, it started about a half hour before the wedding|well it started about a half hour before the wedding
Rachel|1|I was in the room where we were keeping all the presents, and I was looking at this gravy boat|i was in the room where we were keeping all the presents and i was looking at this gravy boat
Rachel|1|This really gorgeous Lamauge gravy boat|this really gorgeous lamauge gravy boat
Rachel|1|When all of a sudden- Sweet 'n' Lo|when all of a sudden sweet n lo
Rachel|1|- I realized that I was more turned on by this gravy boat than by Barry|i realized that i was more turned on by this gravy boat than by barry
Rachel|1|And then I got really freaked out, and that's when it hit me: how much Barry looks like Mr|and then i got really freaked out and that is when it hit me how much barry looks like mr
Rachel|1|Potato Head|potato head
Rachel|1|Y'know, I mean, I always knew looked familiar, but|yknow i mean i always knew looked familiar but
Rachel|1|Anyway, I just had to get out of there, and I started wondering 'Why am I doing this, and who am I doing this for|anyway i just had to get out of there and i started wondering why am i doing this and who am i doing this for
Rachel|1|'|
Rachel|1|So anyway I just didn't know where to go, and I know that you and I have kinda drifted apart, but you're the only person I knew who lived here in the city|so anyway i just did not know where to go and i know that you and i have kinda drifted apart but you are the only person i knew who lived here in the city
Monica|2|Who wasn't invited to the wedding|who was not invited to the wedding
Rachel|1|Ooh, I was kinda hoping that wouldn't be an issue|ooh i was kinda hoping that would not be an issue
Monica|2|Now I'm guessing that he bought her the big pipe organ, and she's really not happy about it|now i am guessing that he bought her the big pipe organ and she is really not happy about it
Chandler|4|Tuna or egg salad|tuna or egg salad
Chandler|4|Decide|decide
Ross|6|I'll have whatever Christine is having|i will have whatever christine is having
Rachel|1|Daddy, I just|daddy i just
Rachel|1|I can't marry him|i cannot marry him
Rachel|1|I'm sorry|i am sorry
Rachel|1|I just don't love him|i just do not love him
Rachel|1|Well, it matters to me|well it matters to me
Phoebe|5|If I let go of my hair, my head will fall off|if i let go of my hair my head will fall off
Chandler|4|Ooh, she should not be wearing those pants|ooh she should not be wearing those pants
Joey|3|I say push her down the stairs|i say push her down the stairs
Phoebe|5|Push her down the stairs|push her down the stairs
Phoebe|5|Push her down the stairs|push her down the stairs
Phoebe|5|Push her down the stairs|push her down the stairs
Ross|6|Push her down the stairs|push her down the stairs
Ross|6|Push her down the stairs|push her down the stairs
Ross|6|Push her down the stairs|push her down the stairs
Chandler|4|Push her down the stairs|push her down the stairs
Chandler|4|Push her down the stairs|push her down the stairs
Chandler|4|Push her down the stairs|push her down the stairs
Joey|3|Push her down the stairs|push her down the stairs
Joey|3|Push her down the stairs|push her down the stairs
Joey|3|Push her down the stairs|push her down the stairs
Rachel|1|C'mon Daddy, listen to me|cmon daddy listen to me
Rachel|1|It's like, it's like, all of my life, everyone has always told me, 'You're a shoe|it is like it is like all of my life everyone has always told me you are a shoe
Rachel|1|You're a shoe, you're a shoe, you're a shoe|you are a shoe you are a shoe you are a shoe
Rachel|1|'|
Rachel|1|And today I just stopped and I said, 'What if I don't wanna be a shoe|and today i just stopped and i said what if i do not wanna be a shoe
Rachel|1|What if I wanna be a- a purse, y'know|what if i wanna be a a purse yknow
Rachel|1|Or a- or a hat|or a or a hat
Rachel|1|No, I'm not saying I want you to buy me a hat, I'm saying I am a ha- It's a metaphor, Daddy|no i am not saying i want you to buy me a hat i am saying i am a ha it is a metaphor daddy
Ross|6|You can see where he'd have trouble|you can see where he would have trouble
Rachel|1|Look Daddy, it's my life|look daddy it is my life
Rachel|1|Well maybe I'll just stay here with Monica|well maybe i will just stay here with monica
Monica|2|Well, I guess we've established who's staying here with Monica|well i guess we have established who is staying here with monica
Rachel|1|Well, maybe that's my decision|well maybe that is my decision
Rachel|1|Well, maybe I don't need your money|well maybe i do not need your money
Rachel|1|Wait|wait
Rachel|1|Wait, I said maybe|wait i said maybe
Monica|2|Just breathe, breathe|just breathe breathe
Monica|2|that's it|that is it
Monica|2|Just try to think of nice calm things|just try to think of nice calm things
Phoebe|5|Raindrops on roses and rabbits and kittens,  bluebells and sleighbells and- something with mittens|raindrops on roses and rabbits and kittens bluebells and sleighbells and something with mittens
Phoebe|5|La la la la|la la la la
Phoebe|5|something and noodles with string|something and noodles with string
Phoebe|5|These are a few|these are a few
Rachel|1|I'm all better now|i am all better now
Phoebe|5|I helped|i helped
Monica|2|Okay, look, this is probably for the best, y'know|okay look this is probably for the best yknow
Monica|2|Independence|independence
Monica|2|Taking control of your life|taking control of your life
Monica|2|The whole, 'hat' thing|the whole hat thing
Joey|3|And hey, you need anything, you can always come to Joey|and hey you need anything you can always come to joey
Joey|3|Me and Chandler live across the hall|me and chandler live across the hall
Joey|3|And he's away a lot|and he is away a lot
Monica|2|Joey, stop hitting on her|joey stop hitting on her
Monica|2|It's her wedding day|it is her wedding day
Joey|3|What, like there's a rule or something|what like there is a rule or something
Chandler|4|Please don't do that again, it's a horrible sound|please do not do that again it is a horrible sound
Paul|0|It's, uh, it's Paul|it is uh it is paul
Monica|2|Oh God, is it 6:30|oh god is it
Monica|2|Buzz him in|buzz him in
Joey|3|Who's Paul|who is paul
Ross|6|Paul the Wine Guy, Paul|paul the wine guy paul
Monica|2|Maybe|maybe
Monica|2|Joey: Wait|joey wait
Monica|2|Your 'not a real date' tonight is with Paul the Wine Guy|your not a real date tonight is with paul the wine guy
Ross|6|He finally asked you out|he finally asked you out
Monica|2|Yes|yes
Chandler|4|Ooh, this is a Dear Diary moment|ooh this is a dear diary moment
Monica|2|Rach, wait, I can cancel|rach wait i can cancel
Rachel|1|Please, no, go, that'd be fine|please no go that would be fine
Monica|2|Are, are you okay|are are you okay
Monica|2|I mean, do you want me to stay|i mean do you want me to stay
Ross|6|That'd be good|that would be good
Monica|2|Really|really
Ross|6|No, go on|no go on
Ross|6|It's Paul the Wine Guy|it is paul the wine guy
Phoebe|5|What does that mean|what does that mean
Phoebe|5|Does he sell it, drink it, or just complain a lot|does he sell it drink it or just complain a lot
Monica|2|Hi, come in|hi come in
Monica|2|Paul, this is|paul this is
Monica|2|everybody, everybody, this is Paul|everybody everybody this is paul
Chandler|4|I'm sorry, I didn't catch your name|i am sorry i did not catch your name
Chandler|4|Paul, was it|paul was it
Monica|2|Okay, umm-umm, I'll just--I'll be right back, I just gotta go ah, go ah|okay umm umm i will just i will be right back i just gotta go ah go ah
Ross|6|A wandering|a wandering
Monica|2|Change|change
Monica|2|Okay, sit down|okay sit down
Monica|2|Two seconds|two seconds
Phoebe|5|Ooh, I just pulled out four eyelashes|ooh i just pulled out four eyelashes
Phoebe|5|That can't be good|that cannot be good
Joey|3|Hey, Paul|hey paul
Paul|0|Yeah|yeah
Joey|3|Here's a little tip, she really likes it when you rub her neck in the same spot over and over and over again until it starts to get a little red|here is a little tip she really likes it when you rub her neck in the same spot over and over and over again until it starts to get a little red
Monica|2|Shut up, Joey|shut up joey
Ross|6|So Rachel, what're you, uh|so rachel what are you uh
Ross|6|what're you up to tonight|what are you up to tonight
Rachel|1|Well, I was kinda supposed to be headed for Aruba on my honeymoon, so nothing|well i was kinda supposed to be headed for aruba on my honeymoon so nothing
Ross|6|Right, you're not even getting your honeymoon, God|right you are not even getting your honeymoon god
Ross|6|No, no, although, Aruba, this time of year|no no although aruba this time of year
Ross|6|talk about your-  -big lizards|talk about your big lizards
Ross|6|Anyway, if you don't feel like being alone tonight, Joey and Chandler are coming over to help me put together my new furniture|anyway if you do not feel like being alone tonight joey and chandler are coming over to help me put together my new furniture
Chandler|4|Yes, and we're very excited about it|yes and we are very excited about it
Rachel|1|Well actually thanks, but I think I'm just gonna hang out here tonight|well actually thanks but i think i am just gonna hang out here tonight
Rachel|1|It's been kinda a long day|it is been kinda a long day
Ross|6|Okay, sure|okay sure
Joey|3|Hey Pheebs, you wanna help|hey pheebs you wanna help
Phoebe|5|Oh, I wish I could, but I don't want to|oh i wish i could but i do not want to
Phoebe|5|Love is sweet as summer showers, love is a wondrous work of art, but your love oh your love, your love|love is sweet as summer showers love is a wondrous work of art but your love oh your love your love
Phoebe|5|is like a giant pigeon|is like a giant pigeon
Phoebe|5|crapping on my heart|crapping on my heart
Phoebe|5|La-la-la-la-la-  Thank you|la la la la la thank you
Phoebe|5|La-la-la-la|la la la la
Phoebe|5|ohhh|ohhh
Ross|6|I'm supposed to attach a brackety thing to the side things, using a bunch of these little worm guys|i am supposed to attach a brackety thing to the side things using a bunch of these little worm guys
Ross|6|I have no brackety thing, I see no whim guys whatsoever and- I cannot feel my legs|i have no brackety thing i see no whim guys whatsoever and i cannot feel my legs
Joey|3|I'm thinking we've got a bookcase here|i am thinking we have got a bookcase here
Chandler|4|It's a beautiful thing|it is a beautiful thing
Joey|3|What's this|what is this
Chandler|4|I would have to say that is an 'L'-shaped bracket|i would have to say that is an l shaped bracket
Joey|3|Which goes where|which goes where
Chandler|4|I have no idea|i have no idea
Joey|3|Done with the bookcase|done with the bookcase
Chandler|4|All finished|all finished
Ross|6|This was Carol's favorite beer|this was carols favorite beer
Ross|6|She always drank it out of the can, I should have known|she always drank it out of the can i should have known
Joey|3|Hey-hey-hey-hey, if you're gonna start with that stuff we're outta here|hey hey hey hey if you are gonna start with that stuff we are outta here
Chandler|4|Yes, please don't spoil all this fun|yes please do not spoil all this fun
Joey|3|Ross, let me ask you a question|ross let me ask you a question
Joey|3|She got the furniture, the stereo, the good TV- what did you get|she got the furniture the stereo the good tv what did you get
Ross|6|You guys|you guys
Chandler|4|Oh, God|oh god
Joey|3|You got screwed|you got screwed
Chandler|4|Oh my God|oh my god
Monica|2|Oh my God|oh my god
Paul|0|I know, I know, I'm such an idiot|i know i know i am such an idiot
Paul|0|I guess I should have caught on when she started going to the dentist four and five times a week|i guess i should have caught on when she started going to the dentist four and five times a week
Paul|0|I mean, how clean can teeth get|i mean how clean can teeth get
Monica|2|My brother's going through that right now, he's such a mess|my brothers going through that right now he is such a mess
Monica|2|How did you get through it|how did you get through it
Paul|0|Well, you might try accidentally breaking something valuable of hers, say her-|well you might try accidentally breaking something valuable of hers say her
Monica|2|-leg|leg
Paul|0|That's one way|that is one way
Paul|0|Me, I- I went for the watch|me i i went for the watch
Monica|2|You actually broke her watch|you actually broke her watch
Monica|2|Wow|wow
Monica|2|The worst thing I ever did was, I-I shredded by boyfriend's favorite bath towel|the worst thing i ever did was i i shredded by boyfriends favorite bath towel
Paul|0|Ooh, steer clear of you|ooh steer clear of you
Monica|2|That's right|that is right
Rachel|1|Barry, I'm sorry|barry i am sorry
Rachel|1|I am so sorry|i am so sorry
Rachel|1|I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't|i know you probably think that this is all about what i said the other day about you making love with your socks on but it is not
Rachel|1|it isn't, it's about me, and I ju-  Hi, machine cut me off again|it is not it is about me and i ju hi machine cut me off again
Rachel|1|anyway|anyway
Rachel|1|look, look, I know that some girl is going to be incredibly lucky to become Mrs|look look i know that some girl is going to be incredibly lucky to become mrs
Rachel|1|Barry Finkel, but it isn't me, it's not me|barry finkel but it is not me it is not me
Rachel|1|And not that I have any idea who me is right now, but you just have to give me a chance too|and not that i have any idea who me is right now but you just have to give me a chance too
Ross|6|I'm divorced|i am divorced
Ross|6|I'm only 26 and I'm divorced|i am only and i am divorced
Joey|3|Shut up|shut up
Chandler|4|You must stop|you must stop
Ross|6|That only took me an hour|that only took me an hour
Chandler|4|Look, Ross, you gotta understand, between us we haven't had a relationship that has lasted longer than a Mento|look ross you gotta understand between us we have not had a relationship that has lasted longer than a mento
Chandler|4|You, however have had the love of a woman for four years|you however have had the love of a woman for four years
Chandler|4|Four years of closeness and sharing at the end of which she ripped your heart out, and that is why we don't do it|four years of closeness and sharing at the end of which she ripped your heart out and that is why we do not do it
Chandler|4|I don't think that was my point|i do not think that was my point
Ross|6|You know what the scariest part is|you know what the scariest part is
Ross|6|What if there's only one woman for everybody, y'know|what if there is only one woman for everybody yknow
Ross|6|I mean what if you get one woman- and that's it|i mean what if you get one woman and that is it
Ross|6|Unfortunately in my case, there was only one woman- for her|unfortunately in my case there was only one woman for her
Joey|3|What are you talking about|what are you talking about
Joey|3|'One woman'|one woman
Joey|3|That's like saying there's only one flavor of ice cream for you|that is like saying there is only one flavor of ice cream for you
Joey|3|Lemme tell you something, Ross|lemme tell you something ross
Joey|3|There's lots of flavors out there|there is lots of flavors out there
Joey|3|There's Rocky Road, and Cookie Dough, and Bing|there is rocky road and cookie dough and bing
Joey|3|Cherry Vanilla|cherry vanilla
Joey|3|You could get 'em with Jimmies, or nuts, or whipped cream|you could get em with jimmies or nuts or whipped cream
Joey|3|This is the best thing that ever happened to you|this is the best thing that ever happened to you
Joey|3|You got married, you were, like, what, eight|you got married you were like what eight
Joey|3|Welcome back to the world|welcome back to the world
Joey|3|Grab a spoon|grab a spoon
Ross|6|I honestly don't know if I'm hungry or horny|i honestly do not know if i am hungry or horny
Chandler|4|Stay out of my freezer|stay out of my freezer
Paul|0|Ever since she walked out on me, I, uh|ever since she walked out on me i uh
Monica|2|What|what
Monica|2|What, you wanna spell it out with noodles|what you wanna spell it out with noodles
Paul|0|No, it's, it's more of a fifth date kinda revelation|no it is it is more of a fifth date kinda revelation
Monica|2|Oh, so there is gonna be a fifth date|oh so there is gonna be a fifth date
Paul|0|Isn't there|is not there
Monica|2|Yeah|yeah
Monica|2|yeah, I think there is|yeah i think there is
Monica|2|-What were you gonna say|what were you gonna say
Paul|0|Well, ever-ev-|well ever ev
Paul|0|ever since she left me, um, I haven't been able to, uh, perform|ever since she left me um i have not been able to uh perform
Paul|0|Sexually|sexually
Monica|2|Oh God, oh God, I am sorry|oh god oh god i am sorry
Monica|2|I am so sorry|i am so sorry
Paul|0|It's okay|it is okay
Monica|2|I know being spit on is probably not what you need right now|i know being spit on is probably not what you need right now
Monica|2|Um|um
Monica|2|how long|how long
Paul|0|Two years|two years
Monica|2|Wow|wow
Monica|2|I'm-I'm-I'm glad you smashed her watch|i am i am i am glad you smashed her watch
Paul|0|So you still think you, um|so you still think you um
Paul|0|might want that fifth date|might want that fifth date
Monica|2|Yeah|yeah
Monica|2|Yeah, I do|yeah i do
Priest on TV|0|We are gathered here today to join Joanne Louise Cunningham and Charles, Chachi-Chachi-Chachi, Arcola in the bound of holy matrimony|we are gathered here today to join joanne louise cunningham and charles chachi chachi chachi arcola in the bound of holy matrimony
Rachel|1|Oh|oh
Rachel|1|see|see
Rachel|1|but Joanne loved Chachi|but joanne loved chachi
Rachel|1|That's the difference|that is the difference
Ross|6|Grab a spoon|grab a spoon
Ross|6|Do you know how long it's been since I've grabbed a spoon|do you know how long it is been since i have grabbed a spoon
Ross|6|Do the words 'Billy, don't be a hero' mean anything to you|do the words billy do not be a hero mean anything to you
Joey|3|Great story|great story
Joey|3|But, I uh, I gotta go, I got a date with Andrea--Angela--Andrea|but i uh i gotta go i got a date with andrea angela andrea
Joey|3|Oh man,|oh man
Chandler|4|Angela's the screamer, Andrea has cats|angelas the screamer andrea has cats
Joey|3|Right|right
Joey|3|Thanks|thanks
Joey|3|It's June|it is june
Joey|3|I'm outta here|i am outta here
Ross|6|Y'know, here's the thing|yknow here is the thing
Ross|6|Even if I could get it together enough to- to ask a woman out,|even if i could get it together enough to to ask a woman out
Ross|6|who am I gonna ask|who am i gonna ask
Rachel|1|Isn't this amazing|is not this amazing
Rachel|1|I mean, I have never made coffee before in my entire life|i mean i have never made coffee before in my entire life
Chandler|4|That is amazing|that is amazing
Joey|3|Congratulations|congratulations
Rachel|1|Y'know, I figure if I can make coffee, there isn't anything I can't do|yknow i figure if i can make coffee there is not anything i cannot do
Chandler|4|If can invade Poland, there isn't anything I can't do|if can invade poland there is not anything i cannot do
Joey|3|Listen, while you're on a roll, if you feel like you gotta make like a Western omelet or something|listen while you are on a roll if you feel like you gotta make like a western omelet or something
Joey|3|Although actually I'm really not that hungry|although actually i am really not that hungry
Monica|2|Oh good, Lenny and Squigy are here|oh good lenny and squigy are here
Paul|0|Morning|morning
Joey|3|Morning, Paul|morning paul
Rachel|1|Hello, Paul|hello paul
Chandler|4|Hi, Paul, is it|hi paul is it
Paul|0|Thank you|thank you
Paul|0|Thank you so much|thank you so much
Monica|2|Stop|stop
Paul|0|No, I'm telling you last night was like umm, all my birthdays, both graduations, plus the barn raising scene in Witness|no i am telling you last night was like umm all my birthdays both graduations plus the barn raising scene in witness
Monica|2|We'll talk later|we will talk later
Paul|0|Yeah|yeah
Paul|0|Thank you|thank you
Joey|3|That wasn't a real date|that was not a real date
Joey|3|What the hell do you do on a real date|what the hell do you do on a real date
Monica|2|Shut up, and put my table back|shut up and put my table back
Chandler|4|All right, kids, I gotta get to work|all right kids i gotta get to work
Chandler|4|If I don't input those numbers,|if i do not input those numbers
Chandler|4|it doesn't make much of a difference|it does not make much of a difference
Rachel|1|So, like, you guys all have jobs|so like you guys all have jobs
Monica|2|Yeah, we all have jobs|yeah we all have jobs
Monica|2|See, that's how we buy stuff|see that is how we buy stuff
Joey|3|Yeah, I'm an actor|yeah i am an actor
Rachel|1|Wow|wow
Rachel|1|Would I have seen you in anything|would i have seen you in anything
Joey|3|I doubt it|i doubt it
Joey|3|Mostly regional work|mostly regional work
Monica|2|Oh wait, wait, unless you happened to catch the Reruns' production of Pinocchio, at the little theater in the park|oh wait wait unless you happened to catch the reruns production of pinocchio at the little theater in the park
Joey|3|Look, it was a job all right|look it was a job all right
Chandler|4|'Look, Gippetto, I'm a real live boy|look gippetto i am a real live boy
Chandler|4|'|
Joey|3|I will not take this abuse|i will not take this abuse
Chandler|4|You're right, I'm sorry|you are right i am sorry
Chandler|4|"""Once I was a wooden boy, a little wooden boy"|once i was a wooden boy a little wooden boy
Chandler|4|""""|
Joey|3|You should both know, that he's a dead man|you should both know that he is a dead man
Joey|3|Oh, Chandler|oh chandler
Monica|2|So how you doing today|so how you doing today
Monica|2|Did you sleep okay|did you sleep okay
Monica|2|Talk to Barry|talk to barry
Monica|2|I can't stop smiling|i cannot stop smiling
Rachel|1|I can see that|i can see that
Rachel|1|You look like you slept with a hanger in your mouth|you look like you slept with a hanger in your mouth
Monica|2|I know, he's just so, so|i know he is just so so
Monica|2|Do you remember you and Tony DeMarco|do you remember you and tony demarco
Rachel|1|Oh, yeah|oh yeah
Monica|2|Well, it's like that|well it is like that
Monica|2|With feelings|with feelings
Rachel|1|Oh wow|oh wow
Rachel|1|Are you in trouble|are you in trouble
Monica|2|Big time|big time
Rachel|1|Want a wedding dress|want a wedding dress
Rachel|1|Hardly used|hardly used
Monica|2|I think we are getting a little ahead of selves here|i think we are getting a little ahead of selves here
Monica|2|Okay|okay
Monica|2|Okay|okay
Monica|2|I am just going to get up, go to work and not think about him all day|i am just going to get up go to work and not think about him all day
Monica|2|Or else I'm just gonna get up and go to work|or else i am just gonna get up and go to work
Rachel|1|Oh, look, wish me luck|oh look wish me luck
Monica|2|What for|what for
Rachel|1|I'm gonna go get one of those  job things|i am gonna go get one of those job things
Frannie|0|Hey, Monica|hey monica
Monica|2|Hey Frannie, welcome back|hey frannie welcome back
Monica|2|How was Florida|how was florida
Frannie|0|You had sex, didn't you|you had sex did not you
Monica|2|How do you do that|how do you do that
Frannie|0|Oh, I hate you, I'm pushing my Aunt Roz through Parrot Jungle and you're having sex|oh i hate you i am pushing my aunt roz through parrot jungle and you are having sex
Frannie|0|So|so
Frannie|0|Who|who
Monica|2|You know Paul|you know paul
Frannie|0|Paul the Wine Guy|paul the wine guy
Frannie|0|Oh yeah, I know Paul|oh yeah i know paul
Monica|2|You mean you know Paul like I know Paul|you mean you know paul like i know paul
Frannie|0|Are you kidding|are you kidding
Frannie|0|I take credit for Paul|i take credit for paul
Frannie|0|Y'know before me, there was no snap in his turtle for two years|yknow before me there was no snap in his turtle for two years
Joey|3|Of course it was a line|of course it was a line
Monica|2|Why|why
Monica|2|Why|why
Monica|2|Why, why would anybody do something like that|why why would anybody do something like that
Ross|6|I assume we're looking for an answer more sophisticated than 'to get you into bed'|i assume we are looking for an answer more sophisticated than to get you into bed
Monica|2|I hate men|i hate men
Monica|2|I hate men|i hate men
Phoebe|5|Oh no, don't hate, you don't want to put that out into the universe|oh no do not hate you do not want to put that out into the universe
Monica|2|Is it me|is it me
Monica|2|Is it like I have some sort of beacon that only dogs and men with severe emotional problems can hear|is it like i have some sort of beacon that only dogs and men with severe emotional problems can hear
Phoebe|5|All right, c'mere, gimme your feet|all right cmere gimme your feet
Monica|2|I just thought he was nice, y'know|i just thought he was nice yknow
Joey|3|I can't believe you didn't know it was a line|i cannot believe you did not know it was a line
Rachel|1|Guess what|guess what
Ross|6|You got a job|you got a job
Rachel|1|Are you kidding|are you kidding
Rachel|1|I'm trained for nothing|i am trained for nothing
Rachel|1|I was laughed out of twelve interviews today|i was laughed out of twelve interviews today
Chandler|4|And yet you're surprisingly upbeat|and yet you are surprisingly upbeat
Rachel|1|You would be too if you found John and David boots on sale, fifty percent off|you would be too if you found john and david boots on sale fifty percent off
Chandler|4|Oh, how well you know me|oh how well you know me
Rachel|1|They're my new 'I don't need a job, I don't need my parents, I've got great boots' boots|they are my new i do not need a job i do not need my parents i have got great boots boots
Monica|2|How'd you pay for them|how did you pay for them
Rachel|1|Uh, credit card|uh credit card
Monica|2|And who pays for that|and who pays for that
Rachel|1|Um|um
Rachel|1|my|my
Rachel|1|father|father
Rachel|1|Oh God, come on you guys, is this really necessary|oh god come on you guys is this really necessary
Rachel|1|I mean, I can stop charging anytime I want|i mean i can stop charging anytime i want
Monica|2|C'mon, you can't live off your parents your whole life|cmon you cannot live off your parents your whole life
Rachel|1|I know that|i know that
Rachel|1|That's why I was getting married|that is why i was getting married
Phoebe|5|Give her a break, it's hard being on your own for the first time|give her a break it is hard being on your own for the first time
Rachel|1|Thank you|thank you
Phoebe|5|You're welcome|you are welcome
Phoebe|5|I remember when I first came to this city|i remember when i first came to this city
Phoebe|5|I was fourteen|i was fourteen
Phoebe|5|My mom had just killed herself and my step-dad was back in prison, and I got here, and I didn't know anybody|my mom had just killed herself and my step dad was back in prison and i got here and i did not know anybody
Phoebe|5|And I ended up living with this albino guy who was, like, cleaning windshields outside port authority, and then he killed himself, and then I found aromatherapy|and i ended up living with this albino guy who was like cleaning windshields outside port authority and then he killed himself and then i found aromatherapy
Phoebe|5|So believe me, I know exactly how you feel|so believe me i know exactly how you feel
Ross|6|The word you're looking for is 'Anyway'|the word you are looking for is anyway
Monica|2|All right, you ready|all right you ready
Rachel|1|No|no
Rachel|1|No, no, I'm not ready|no no i am not ready
Rachel|1|How can I be ready|how can i be ready
Rachel|1|"""Hey, Rach"|hey rach
Rachel|1|You ready to jump out the airplane without your parachute|you ready to jump out the airplane without your parachute
Rachel|1|""" Come on, I can't do this"|come on i cannot do this
Monica|2|You can, I know you can|you can i know you can
Rachel|1|I don't think so|i do not think so
Ross|6|Come on, you made coffee|come on you made coffee
Ross|6|You can do anything|you can do anything
Ross|6|C'mon, cut|cmon cut
Ross|6|Cut, cut, cut,|cut cut cut
Rachel|1|Y'know what|yknow what
Rachel|1|I think we can just leave it at that|i think we can just leave it at that
Rachel|1|It's kinda like a symbolic gesture|it is kinda like a symbolic gesture
