char_name|char_id|unprocessed_line|processed_line
Ross|6|No, uh, Phoebs|no uh phoebs
Ross|6|You can't—you can't do|you cannot you cannot do
Rachel|1|Oh wait, I have the ten of spades|oh wait i have the ten of spades
Rachel|1|Here|here
Rachel|1|Oh, no-no-no-no-no-no, that's OK, I don't need them|oh no no no no no no that is ok i do not need them
Rachel|1|I'm going for fours|i am going for fours
Ross|6|Oh, you're|oh you are
Monica|2|Alright, here we go|alright here we go
Monica|2|We've got salmon roulettes and assorted crudites|we have got salmon roulettes and assorted crudites
Phoebe|5|OOooooo|ooooooo
Rachel|1|OOooooo|ooooooo
Joey|3|Whoa, whoa, whoa, Monica, what're you doin'|whoa whoa whoa monica what are you doin
Joey|3|This is a poker game|this is a poker game
Joey|3|You can't serve food with more than one syllable|you cannot serve food with more than one syllable
Joey|3|It's gotta be like chips, or dip, or pretz|it is gotta be like chips or dip or pretz
Chandler|4|OK, so at this point, the dealer|ok so at this point the dealer
Monica|2|Alright, you know, we got it, we got it|alright you know we got it we got it
Monica|2|Let's play for real|let us play for real
Monica|2|High stakes|high stakes
Monica|2|big bucks|big bucks
Ross|6|Alright, now, you sure|alright now you sure
Ross|6|Phoebe just threw away two jacks because they didn't look happy|phoebe just threw away two jacks because they did not look happy
Phoebe|5|But|but
Phoebe|5|I'm ready, so, just deal|i am ready so just deal
Chandler|4|OK, alright, last minute lesson, last minute lesson|ok alright last minute lesson last minute lesson
Chandler|4|Joey|joey
Chandler|4|three|three
Chandler|4|eight|eight
Chandler|4|Eight|eight
Chandler|4|three|three
Chandler|4|Alright babe, deal the cards|alright babe deal the cards
Monica|2|Dammit, dammit, dammit|dammit dammit dammit
Phoebe|5|: Oh I see, so then, you were lying|oh i see so then you were lying
Joey|3|About what|about what
Phoebe|5|About how good your cards were|about how good your cards were
Joey|3|Heh|heh
Joey|3|I was bluffing|i was bluffing
Phoebe|5|A-ha|a ha
Phoebe|5|And|and
Phoebe|5|what is bluffing|what is bluffing
Phoebe|5|Is it not another word for|is it not another word for
Phoebe|5|lying|lying
Rachel|1|OK, sorry to break up this party, but I've got resumes to fax before work tomorrow|ok sorry to break up this party but i have got resumes to fax before work tomorrow
Guys|0|Whoa, whoa, whoa|whoa whoa whoa
Chandler|4|Rach, Rach, we gotta settle|rach rach we gotta settle
Rachel|1|Settle what|settle what
Chandler|4|The|the
Chandler|4|Jamestown colony of Virginia|jamestown colony of virginia
Chandler|4|You see, King George is giving us the land, so|you see king george is giving us the land so
Ross|6|The game, Rachel, the game|the game rachel the game
Ross|6|You owe us money for the game|you owe us money for the game
Rachel|1|Oh|oh
Rachel|1|Right|right
Joey|3|You know what, you guys|you know what you guys
Joey|3|It's their first time, why don't we just forget about the money, alright|it is their first time why do not we just forget about the money alright
Monica|2|Hell no, we'll pay|hell no we will pay
Phoebe|5|OK, Monica|ok monica
Phoebe|5|I had another answer all ready|i had another answer all ready
Monica|2|And you know what|and you know what
Monica|2|We want a rematch|we want a rematch
Ross|6|Well that's fine with me|well that is fine with me
Ross|6|Could use the money|could use the money
Rachel|1|: So basically, you get your ya-yas by taking money from all of your friends|so basically you get your ya yas by taking money from all of your friends
Ross|6|Yeah|yeah
Chandler|4|Yes, and I get my ya-yas from Ikea|yes and i get my ya yas from ikea
Chandler|4|You have to put them together yourself, but they cost a little less|you have to put them together yourself but they cost a little less
Ross|6|Look, Rachel, this is poker|look rachel this is poker
Ross|6|I play to win, alright|i play to win alright
Ross|6|In order for me to win, other people have to lose|in order for me to win other people have to lose
Ross|6|So if you're gonna play poker with me, don't expect me to be a 'nice guy,' OK|so if you are gonna play poker with me do not expect me to be a nice guy ok
Ross|6|Cause once those cards are dealt|cause once those cards are dealt
Joey|3|Yeah|yeah
Ross|6|I'm not a nice guy|i am not a nice guy
Ross|6|Alright boys, let's eat|alright boys let us eat
Chandler|4|Oh, did you get that from the 'I Love Rachel' pizzeria|oh did you get that from the i love rachel pizzeria
Ross|6|You still on that|you still on that
Chandler|4|Oh, come on|oh come on
Chandler|4|What was with that whole Black Bart speech|what was with that whole black bart speech
Chandler|4|": ""When I play poker, I'm not a nice guy"|when i play poker i am not a nice guy
Chandler|4|""""|
Ross|6|You are way off, pal|you are way off pal
Joey|3|No, I don't think so, see Ross, because I think you love her|no i do not think so see ross because i think you love her
Ross|6|Um|um
Ross|6|no|no
Ross|6|See, I might've had feelings for her at one time—not any more|see i might have had feelings for her at one time not any more
Ross|6|I just—I|i just i
Ross|6|Marcel|marcel
Ross|6|Where are you going with that disc|where are you going with that disc
Ross|6|You are not putting that on again|you are not putting that on again
Ross|6|Marcel, OK—if you press that button, you are in very, very big trouble|marcel ok if you press that button you are in very very big trouble
Rachel|1|Can you believe what a jerk Ross was being|can you believe what a jerk ross was being
Monica|2|Yeah, I know|yeah i know
Monica|2|He can get really competitive|he can get really competitive
Phoebe|5|Ha|ha
Phoebe|5|Ha, ha|ha ha
Monica|2|What|what
Phoebe|5|Oh, hello, kettle|oh hello kettle
Phoebe|5|This is Monica|this is monica
Phoebe|5|You're black|you are black
Monica|2|Please|please
Monica|2|I am not as bad as Ross|i am not as bad as ross
Rachel|1|Oh, I beg to differ|oh i beg to differ
Rachel|1|The Pictionary incident|the pictionary incident
Monica|2|That was not an incident|that was not an incident
Monica|2|I-I was gesturing, a-and the plate slipped out of my hand|i i was gesturing a and the plate slipped out of my hand
Rachel|1|Oooooh|oooooh
Rachel|1|: Oh|oh
Rachel|1|I got an interview|i got an interview
Rachel|1|I got an interview|i got an interview
Monica|2|You're kidding|you are kidding
Monica|2|Where|where
Monica|2|Where|where
Rachel|1|: Sak's|saks
Rachel|1|Fifth|fifth
Rachel|1|Avenue|avenue
Monica|2|Oh, Rachel|oh rachel
Phoebe|5|Oh, it's like the mother ship is calling you home|oh it is like the mother ship is calling you home
Monica|2|Well, what's the job|well what is the job
Rachel|1|Assistant buyer|assistant buyer
Rachel|1|Oh|oh
Rachel|1|I would be shopping|i would be shopping
Rachel|1|for a living|for a living
Monica|2|OK, look|ok look
Monica|2|That is Aunt Iris|that is aunt iris
Monica|2|This woman has been playing poker since she was five|this woman has been playing poker since she was five
Monica|2|You gotta listen to every word she says|you gotta listen to every word she says
Monica|2|Hi|hi
Aunt Iris|0|Is Tony Randall dead|is tony randall dead
Rachel|1|No|no
Monica|2|I don't think so|i do not think so
Rachel|1|Why|why
Aunt Iris|0|Well, he may be now, because I think I hit him with my car|well he may be now because i think i hit him with my car
Monica|2|What|what
Rachel|1|Oh my God|oh my god
Monica|2|Really|really
Aunt Iris|0|No|no
Aunt Iris|0|That's bluffing|that is bluffing
Aunt Iris|0|Lesson number one|lesson number one
Aunt Iris|0|Let me tell you something|let me tell you something
Aunt Iris|0|everything you hear at a poker game is pure crap|everything you hear at a poker game is pure crap
Aunt Iris|0|: Nice earrings|nice earrings
Phoebe|5|Thank y|thank y
Aunt Iris|0|Girls, sit down|girls sit down
Monica|2|Uh, Aunt Iris|uh aunt iris
Monica|2|This is Phoebe, and that's Rachel|this is phoebe and that is rachel
Aunt Iris|0|Yeah, yeah, yeah, yeah, yeah, listen, I am parked at a meter|yeah yeah yeah yeah yeah listen i am parked at a meter
Aunt Iris|0|Let's do it|let us do it
Phoebe|5|Ross, could we please, please, please listen to anything else|ross could we please please please listen to anything else
Ross|6|Alright|alright
Ross|6|I'm gonna pay for that tonight|i am gonna pay for that tonight
Rachel|1|Hi|hi
Ross|6|Hey|hey
Rachel|1|Guys|guys
Rachel|1|Guess what, guess what, guess what, guess what|guess what guess what guess what guess what
Chandler|4|Um, ok|um ok
Chandler|4|the|the
Chandler|4|the fifth dentist caved and now they're all recommending Trident|the fifth dentist caved and now they are all recommending trident
Rachel|1|Noooo|noooo
Rachel|1|the interview|the interview
Rachel|1|She loved me|she loved me
Rachel|1|She absolutely loved me|she absolutely loved me
Rachel|1|We talked for like two and a half hours, we have the same taste in clothes, and—oh, I went to camp with her cousin|we talked for like two and a half hours we have the same taste in clothes and oh i went to camp with her cousin
Rachel|1|And, oh, the job is perfect|and oh the job is perfect
Rachel|1|I can do this|i can do this
Rachel|1|I can do this well|i can do this well
Rachel|1|Oh God, oh, and then she told the funniest story|oh god oh and then she told the funniest story
Monica|2|OK, great|ok great
Monica|2|You'll tell us and we'll laugh|you will tell us and we will laugh
Monica|2|Let's play poker|let us play poker
Joey|3|Alright now listen, you guys, we talked about it, and if you don't want to play, we completely understand|alright now listen you guys we talked about it and if you do not want to play we completely understand
Chandler|4|Oh yes, yes, we could play some other game|oh yes yes we could play some other game
Chandler|4|like, uh, I don't know|like uh i do not know
Chandler|4|Pictionary|pictionary
Monica|2|Ha, ha, very funny, very funny|ha ha very funny very funny
Monica|2|But I think we'd like to give poker another try|but i think we would like to give poker another try
Monica|2|Shall we, ladies|shall we ladies
Phoebe|5|Yes, we should|yes we should
Phoebe|5|I think we should|i think we should
Rachel|1|Yes, we should|yes we should
Rachel|1|I think we should|i think we should
Ross|6|Uh, Rach, do you want me to shuffle those|uh rach do you want me to shuffle those
Rachel|1|No, no, thats OK|no no thats ok
Rachel|1|Y'know, I think I'm gonna give it a go|yknow i think i am gonna give it a go
Ross|6|Alright|alright
Rachel|1|Alright|alright
Ross|6|So, Phoebs owes $7|so phoebs owes
Ross|6|50, Monica, you owe $10, and Rachel, you owe fifteen big ones|monica you owe and rachel you owe fifteen big ones
Joey|3|But hey, thanks for teachin' us Cross-Eyed Mary|but hey thanks for teachin us cross eyed mary
Joey|3|You guys, we gotta play that at our regular game|you guys we gotta play that at our regular game
Phoebe|5|Alright, here's my $7|alright here is my
Phoebe|5|50|
Phoebe|5|But I think you should know that this money is cursed|but i think you should know that this money is cursed
Joey|3|What|what
Phoebe|5|Oh, I cursed it|oh i cursed it
Phoebe|5|So now bad things will happen to he who spends it|so now bad things will happen to he who spends it
Chandler|4|That's alright, I'll take it|that is alright i will take it
Chandler|4|Bad things happen to me anyway|bad things happen to me anyway
Chandler|4|This way I can break 'em up with a movie|this way i can break em up with a movie
Ross|6|Well, that just leaves the big Green poker machine, who owes fifteen|well that just leaves the big green poker machine who owes fifteen
Rachel|1|Mmm-hmmm|mmm hmmm
Rachel|1|Oh, so typical|oh so typical
Rachel|1|Ooo, I'm a man|ooo i am a man
Rachel|1|Ooo, I have a penis|ooo i have a penis
Rachel|1|Ooo, I have to win money to exert my power over women|ooo i have to win money to exert my power over women
Monica|2|You know what|you know what
Monica|2|This is not over|this is not over
Monica|2|We will play you again, and we will win, and you will lose, and you will beg, and we will laugh, and we will take every last dime you have, and you will hate yourselves forever|we will play you again and we will win and you will lose and you will beg and we will laugh and we will take every last dime you have and you will hate yourselves forever
Rachel|1|Hmm|hmm
Rachel|1|Kinda stepped on my point there, Mon|kinda stepped on my point there mon
Ross|6|So, you gals wanna hand over your money now|so you gals wanna hand over your money now
Ross|6|That way, we don't have to go through the formality of actually playing|that way we do not have to go through the formality of actually playing
Rachel|1|Ooooh, that's fine|ooooh that is fine
Rachel|1|We'll see who has the last laugh there, monkey boy|we will see who has the last laugh there monkey boy
Monica|2|OK, we done with the chit-chat|ok we done with the chit chat
Monica|2|Are we ready to play some serious poker|are we ready to play some serious poker
Phoebe|5|Hey you guys, look, the one-eyed jack follows me wherever I go|hey you guys look the one eyed jack follows me wherever i go
Phoebe|5|Right, OK, serious poker|right ok serious poker
Monica|2|Excuse me, where are you going|excuse me where are you going
Ross|6|Uh|uh
Ross|6|to the bathroom|to the bathroom
Monica|2|Do you want to go to the bathroom, or do you wanna play poker|do you want to go to the bathroom or do you wanna play poker
Ross|6|I want to go to the bathroom|i want to go to the bathroom
Joey|3|Alright, well, I'm gonna order a pizza|alright well i am gonna order a pizza
Rachel|1|Oh no-no-no-no-no, I'm still waiting to hear from that job and the store closes at nine, so you can eat then|oh no no no no no i am still waiting to hear from that job and the store closes at nine so you can eat then
Joey|3|That's fine|that is fine
Joey|3|I'll just have a Tic-Tac to hold me over|i will just have a tic tac to hold me over
Monica|2|Alright, Cincinnati, no blinds, everybody ante|alright cincinnati no blinds everybody ante
Phoebe|5|Yes|yes
Phoebe|5|or no|or no
Ross|6|Alright|alright
Ross|6|: Your money's mine, Green|your moneys mine green
Rachel|1|Your fly is open, Geller|your fly is open geller
Phoebe|5|You guys, you know what I just realized|you guys you know what i just realized
Phoebe|5|'Joker' is 'poker' with a 'J|joker is poker with a j
Phoebe|5|' Coincidence|coincidence
Chandler|4|Hey, that's|hey that is
Chandler|4|that's 'joincidence' with a 'C'|that is joincidence with a c
Joey|3|Uh|uh
Joey|3|Phoebe|phoebe
Joey|3|Phoebe|phoebe
Phoebe|5|Yeah|yeah
Phoebe|5|Um|um
Phoebe|5|I'm out|i am out
Rachel|1|I'm in|i am in
Monica|2|Me too|me too
Joey|3|Me too|me too
Joey|3|Alright, whattaya got|alright whattaya got
Ross|6|Well, you better hop outta the shower, cause|well you better hop outta the shower cause
Ross|6|I gotta flush|i gotta flush
Rachel|1|Well, well, well, hop back in bucko, cause I got four sixes|well well well hop back in bucko cause i got four sixes
Rachel|1|I won|i won
Rachel|1|I actually won|i actually won
Rachel|1|Oh my God|oh my god
Rachel|1|Y'know what|yknow what
Rachel|1|I think I'm gonna make a little Ross pile|i think i am gonna make a little ross pile
Rachel|1|I think that one was Ross's, and I think—oh—that one was Ross's|i think that one was rosss and i think oh that one was rosss
Rachel|1|Yes|yes
Rachel|1|: Well, I have got your money, and you'll never see it|well i have got your money and you will never see it
Rachel|1|And your fly's still open|and your flys still open
Rachel|1|Ha, I made you look|ha i made you look
Rachel|1|I couldn't be inner|i could not be inner
Rachel|1|Monica|monica
Phoebe|5|Monica, in or out|monica in or out
Monica|2|I hate this game|i hate this game
Phoebe|5|OK Joey, your bet|ok joey your bet
Joey|3|Ahhh, I fold like a cheap hooker who got hit in the stomach by a fat guy with sores on his face|ahhh i fold like a cheap hooker who got hit in the stomach by a fat guy with sores on his face
Joey|3|Oh, I'm out|oh i am out
Phoebe|5|Ross|ross
Ross|6|Oh, I am very in|oh i am very in
Phoebe|5|Chandler|chandler
Chandler|4|Couldn't be more out|could not be more out
Phoebe|5|Me too|me too
Phoebe|5|Rachel|rachel
Rachel|1|Uh, I will see you|uh i will see you
Rachel|1|and I'll raise you|and i will raise you
Rachel|1|What do you say|what do you say
Rachel|1|want to waste another buck|want to waste another buck
Ross|6|No, not this time|no not this time
Ross|6|So|so
Ross|6|what'd you have|whatd you have
Rachel|1|I'm not telling|i am not telling
Ross|6|Come on, show them to me|come on show them to me
Rachel|1|No|no
Ross|6|Show them to me|show them to me
Rachel|1|Get your hands out of there|get your hands out of there
Rachel|1|No|no
Ross|6|Let me see|let me see
Ross|6|Show them|show them
Chandler|4|Y'know, I've had dates like this|yknow i have had dates like this
Rachel|1|Boy, you really can't stand to lose, can you|boy you really cannot stand to lose can you
Rachel|1|Your whole face is getting red|your whole face is getting red
Rachel|1|little veins popping out on your temple|little veins popping out on your temple
Phoebe|5|Plus that shirt doesn't really match those pants|plus that shirt does not really match those pants
Ross|6|First of all, I'm not losing|first of all i am not losing
Rachel|1|Oh, you are losing|oh you are losing
Rachel|1|Definitely losing|definitely losing
Ross|6|Let's not talk about losing|let us not talk about losing
Ross|6|Just deal the|just deal the
Rachel|1|Hel-lo, Rachel Green|hel lo rachel green
Ross|6|Mee mee, mee-mee mee|mee mee mee mee mee
Rachel|1|Excuse me|excuse me
Rachel|1|It's about the job|it is about the job
Rachel|1|Barbara|barbara
Rachel|1|Hi, how are you|hi how are you
Rachel|1|Uh-huh|uh huh
Rachel|1|No, I understand|no i understand
Rachel|1|Yeah|yeah
Rachel|1|Oh, oh, come on, no, I'm fine|oh oh come on no i am fine
Rachel|1|Don't be silly|do not be silly
Rachel|1|Yeah|yeah
Rachel|1|oh, but you know, if-if anything else opens up, plea—Hello|oh but you know if if anything else opens up plea hello
Rachel|1|Hello|hello
Monica|2|Sorry, Rach|sorry rach
Phoebe|5|Y'know, there's gonna be lots of other stuff|yknow there is gonna be lots of other stuff
Rachel|1|Yeah|yeah
Rachel|1|OK|ok
Rachel|1|Where were we|where were we
Rachel|1|Oh, OK|oh ok
Rachel|1|five card draw, uh|five card draw uh
Rachel|1|jacks or better|jacks or better
Rachel|1|nothing wild, everybody ante|nothing wild everybody ante
Joey|3|Look, Rachel, we don't have to do this|look rachel we do not have to do this
Rachel|1|Yes, we do|yes we do
Monica|2|Alright, check|alright check
Joey|3|Check|check
Ross|6|I'm in for fifty cents|i am in for fifty cents
Chandler|4|Call|call
Phoebe|5|I'm in|i am in
Rachel|1|I see your fifty cents|i see your fifty cents
Rachel|1|and I raise you|and i raise you
Rachel|1|five dollars|five dollars
Ross|6|I thought, uh|i thought uh
Ross|6|it was a fifty cent limit|it was a fifty cent limit
Rachel|1|Well, I just lost a job, and I'd like to raise the bet five bucks|well i just lost a job and i would like to raise the bet five bucks
Rachel|1|Does anybody have a problem with that|does anybody have a problem with that
Rachel|1|: Loser|loser
Ross|6|No, I fold|no i fold
Rachel|1|What do you mean, you fold|what do you mean you fold
Rachel|1|Hey, come on|hey come on
Rachel|1|What is this|what is this
Rachel|1|I thought that 'once the cards were dealt, I'm not a nice guy|i thought that once the cards were dealt i am not a nice guy
Rachel|1|' I mean, what, were you just full of it|i mean what were you just full of it
Ross|6|I'm in|i am in
Rachel|1|How many you want|how many you want
Ross|6|One|one
Rachel|1|Dealer takes two|dealer takes two
Rachel|1|What do you bet|what do you bet
Ross|6|I bet two dollars|i bet two dollars
Rachel|1|OK|ok
Rachel|1|see your two|see your two
Rachel|1|and I raise you twenty|and i raise you twenty
Ross|6|I see your twenty, raise you twenty-five|i see your twenty raise you twenty five
Rachel|1|See your twenty-five|see your twenty five
Rachel|1|and|and
Rachel|1|uh, Monica, get my purse|uh monica get my purse
Monica|2|Rachel, there's nothing in it|rachel there is nothing in it
Rachel|1|OK, then get me your purse|ok then get me your purse
Monica|2|OK, here you go|ok here you go
Monica|2|Good luck|good luck
Rachel|1|: Thank you|thank you
Rachel|1|: I saw your twenty-five, and I raise you|i saw your twenty five and i raise you
Rachel|1|seven|seven
Phoebe|5|teen|teen
Ross|6|: Joey, I'm a little shy|joey i am a little shy
Joey|3|That's OK, Ross, you can ask me|that is ok ross you can ask me
Joey|3|What|what
Chandler|4|: What do you need, what do you need|what do you need what do you need
Ross|6|Fifteen|fifteen
Chandler|4|Alright, here's ten|alright here is ten
Joey|3|Here, I got five, I got five|here i got five i got five
Ross|6|Thank you|thank you
Chandler|4|Good luck|good luck
Ross|6|: OK, I am calling your seventeen|ok i am calling your seventeen
Ross|6|What do you got|what do you got
Rachel|1|Full house|full house
Ross|6|You got me|you got me
Joey|3|: Ahhh, that's alright|ahhh that is alright
Joey|3|Y'know, that's a tough hand to beat|yknow that is a tough hand to beat
Chandler|4|: I thought we had them|i thought we had them
Ross|6|Oh, well, when you don't have the cards, you don't have the cards, you know|oh well when you do not have the cards you do not have the cards you know
Ross|6|But, uh|but uh
Ross|6|look how happy she is|look how happy she is
Chandler|4|Airplane|airplane
Chandler|4|Airport|airport
Chandler|4|Airport '75|airport
Chandler|4|Airport '77|airport
Chandler|4|Airport '79|airport
Rachel|1|Oh, time's up|oh times up
Monica|2|Bye|bye
Monica|2|bye|bye
Monica|2|BIRDIE|birdie
Joey|3|Oh|oh
Phoebe|5|That's a bird|that is a bird
Phoebe|5|That's a bird|that is a bird
Rachel|1|OK, OK, it's my turn|ok ok it is my turn
Chandler|4|Go|go
Ross|6|Uh|uh
Ross|6|bean|bean
Ross|6|Bean|bean
Joey|3|The Unbearable Likeness of Being|the unbearable likeness of being
Rachel|1|Yes|yes
Monica|2|That, you get|that you get
Monica|2|That, you get|that you get
