Ross|6|  Oh my God! Rachel Green?
Rachel|1|  Rob Tillman!
Ross|6| No-no. It’s-it’s me, Ross!
Rachel|1| Oh, I’m sorry. Ross Tillman.
Ross|6| No, no-no, Ross Geller.
Rachel|1| Ohh, of course Monica’s brother!
Ross|6| Yeah. Right.
Rachel|1| Wow! How are you?!
Ross|6| Good-good, I’m-I’m married. 
Rachel|1| Ohh! Me too!
Ross|6| Is-isn’t it the best?
Rachel|1| Oh, it’s the best!  So, umm how’s Monica?
Ross|6| Oh really, really great! Yeah! A-actually she’s right down the street, umm, do-do you know what? You should stop bye and say hi.
Rachel|1| Ohh, I would love too.
Ross|6| Yeah? Oh-oh, she’d be so excited!
Rachel|1| Ohh! Okay!
Ross|6| Come on! 
Rachel|1| Oh wait, don’t you have to pay for your,  Busty Ladies?
Ross|6| No, it’s okay. Some-some kid asked me to pick it up for him, but I don’t…
Rachel|1|  Oh yeah? Okay.
Ross|6|  Okay.
Rachel|1| But! Don’t you have to give him his money back?
Ross|6| Uh-huh.  Hey, here you go buddy. Sorry, no porn for you.  Okay, let’s go see Monica!
Joey|3| So Monica, still going out with Dr. Boring huh?
Monica|2| He’s not boring! He’s just-he’s just low key.
Monica's Boyfriend|0|  Here we go, one Hazelnut Latte. 
Monica|2| Thanks.
Monica's Boyfriend|0| Yeah. Y’know, the hazelnut actually not a nut, it’s a seed.
Joey|3|  Wow!!
Monica's Boyfriend|0| Can anyone else name a well known seed that’s been masquerading as a nut?
Joey|3| Oh dear God, let me think. 
Chandler|4|  Hey.
Joey|3| Hey.
Monica|2| Oh no! What’s the matter?
Chandler|4|" Oh I just got another rejection letter. They said my writing was funny, just not ""Archie Comic funny."""
Monica's Boyfriend|0| Y’know what honey? I got to get back to the hospital.
Monica|2| Okay.
Monica's Boyfriend|0|  Okay.
Monica|2| Bye.
Monica's Boyfriend|0| Bye-bye.  Oh uh, by the way, the answer is, the Brazil nut. 
Chandler|4| Was his question what’s more boring than him?
Joey|3| Hey man, look sorry about that Archie thing. Do uh, do you need me to give you some money?
Chandler|4| Hey, I may have no money, but I still have my pride.
Joey|3| Really?
Chandler|4| Ehh.
Monica|2| Maybe Joey doesn’t have to give you the money, TV stars have assistants right?
Joey|3| That’s an idea!  Hey, if I hired an assistant, would-would you take money from her?
Monica|2| No Joey! Chandler could be your assistant! See, he could answer all of your fan mail and stuff!
Joey|3| That’s great! That would be great! Let’s do that!
Chandler|4| I could use the money; it could give me time to write.
Joey|3| Oh right great! Welcome aboard!
Chandler|4| Okay!
Joey|3| All right! Now hey, I need to use the bathroom. Since I don’t need any assistance in there, take a break!
Chandler|4| All right!
Phoebe|5|  Hey!
Monica|2| Hey Phoebe! Guess what?
Phoebe|5| What?
Monica|2| Joey just hired Chandler to be his assistant!
Phoebe|5| Ohh that’s so sweet!  Oh! Hang on!  Hang onnnnnn!!!   Go!! No! No-no! I said sell when it hits 50! 5-0, it’s a number! It comes after 4-9!! No, it’s okay. It’s okay, you’re allowed one mistake. Just kidding, you are of course fired.
Ross|6| Hey Mon! 
Monica|2| Hey!
Ross|6| Mon, look who I ran into! 
Monica|2|  Oh my God! Rachel!!   You look terrific!
Rachel|1| Ohh, so do you! Did you lose weight? 
Monica|2| You are so sweet to notice! Yes, I lost three and a half pounds!
Ross|6| And, and uh, you-you remember my friend Chandler. 
Chandler|4| Hey.
Rachel|1| Oh yeah.
Ross|6| And that’s Phoebe over there! 
Phoebe|5| Hi!
Monica|2| Oh my God, sit down! Sit down! How long as it been since we’ve seen each other?
Ross|6|  1987, the day after Christmas, at Sean McMahon’s party. I played you one of my songs, y’know Interplanetary Courtship Ritual.
Rachel|1| Oh yeah. Right. So now, are—do you, do you still do music?
Ross|6| Sometimes, you should come over  sometime! I’ll play you one of my other…
Rachel|1|  Oh my God! Joey Tribbiani from Days of Our Lives, just walked in here!
Monica|2| Rach, he’s a friend of ours.
Rachel|1|  You are friends with Dr. Drake Remoray?
Chandler|4| Well it’s kinda hard to be friends with Drake because of his busy schedule and the fact that he’s not real.
Ross|6|  Hey-hey, or I could bring my keyboard over here sometime!
Rachel|1| He’s coming over! He’s coming over!
Monica|2|  Joey!
Joey|3|  I know, here-here!! 
Monica|2| Ohhh!  No! This is my friend Rachel, we went to High School together.
Rachel|1|  Hi!
Joey|3|  Hi!
Rachel|1|  Hi! I love you on that show! I watch you everyday! I mean, when you took out your own kidney to save your ex-wife even though she tired to kill you…
Joey|3| Well, it’s always nice to meet the fans.
Rachel|1| Ah!
Joey|3|  She’s not crazy is she?
Monica|2| No.
Joey|3|  So uh, how you doin’?
Phoebe|5| Hang on! Hang on! Hang on!  Go!! Who’s this?  Oh okay, you’re gonna like working for me. What’s your name?  What kind of name is Brendy? I… Whatever… Stop talking! All right, from now on your name is Joan. You can pick your own last name.
Joey|3|  Hey there you are!
Chandler|4| Uh-oh, it’s my boss!
Joey|3| All right, here’s a list of things for you to do today. Man, this going to be so great! Thank you so much! All right, I got to go to work I’m delivering twins today, but only one of them is mine! 
Chandler|4|  Drop off my dry cleaning. Pick up my vitamins. Teach me how to spell vitamins. Wear in my new jeans.
Monica|2|  You realize what you are don’t you?
Chandler|4| What?
Monica|2| You’re his bitch.
Phoebe|5|  No-no!! No!!
Monica|2|  Oh wait! You didn’t just sit on my Kit-Kats did you?!!
Phoebe|5| No! There-there was a little, a little diff in the market and I lost 13 million dollars.
Chandler|4| But the Kit-Kats are all right?!
Phoebe|5| What am I gonna do?! What am I gonna do?! I can’t call my office they’ll kill me! I can’t call my clients they’ll kill themselves! Great, now my chest hearts.
Monica|2| What?!
Phoebe|5|  My chest hurts! Oh, and now I-I can’t breathe.
Chandler|4| Phoebe, are you having a heart attack?! 
Phoebe|5| Oh, if I were, would-would I have shooting pains up and down my left arm?
Monica|2| Yes!!
Phoebe|5| Then yes that is what I’m having. 
Monica|2| Oh my God!
Ross|6| Come on Pheebs, it’s not that bad! Y’know most people would be excited if they didn’t have to work for a couple of weeks.
Phoebe|5| Most people don’t like their jobs, I love my job! I have not been working for three hours and I’m already going crazy. I miss Joan.
Monica|2| Honey, having a heart attack is nature’s way of telling you to slow it down.
Chandler|4| I always thought having a heart attack was nature’s way of telling you to die!  But you’re not gonna die. I mean, you are going to die, but you’re not gonna die today. I wish I was dead.
Monica|2| Let’s take a walk.  Y’know maybe you should consider writing for Talking Out of Your Ass magazine! 
Phoebe|5|  So what’s going on with you?
Ross|6| Well umm, I’ve been doing a lot more of my kara-tay.
Phoebe|5| Still going through that dry spell with Carol?
Ross|6| Yeah.
Phoebe|5| How long has it been since you had sex?
Ross|6| Well, last weekend…
Phoebe|5| Oh that’s not so bad.
Ross|6| …will be two months…
Phoebe|5| That is.
Ross|6| …since I stopped trying.
Phoebe|5| Maybe you need to spice things up a little.
Ross|6| What-what do you mean?
Phoebe|5| I don’t know. You could tie her up, she could tie you up; you could eat stuff off each other…
Ross|6| Oh.
Phoebe|5| Y’know, dirty talk, ménage à trois, toys…
Ross|6| Wow!
Phoebe|5| Roll playing… You could be the warden; she could be the prisoner. You could be the pirate; she could be the wench!
Ross|6| Okay, I think I got it.
Phoebe|5| Yeah! Or too, you could be two stockbrokers and you’re-you’re-you’re rolling around naked on the trading floor and everybody’s watching!  It never happened.
Monica|2| Sorry. So how’s it going with Joey?
Chandler|4|" Oh just great. He beeps me now with codes. One is, ""Bring me food."" Two is, ""I’m with a girl, bring us food."" Three is, ""I’m lost and I can’t find food."""
Joey|3|  Hey! Is uh, is she gonna be all right?
Monica|2| Yeah! She’s right in there! 
Joey|3| Oh great.   Hey! Go take off those pants, they look ready!
Joey|3| All right, and over there is Brady’s Pub where I like to unwind after a long day of surgeoning.
Rachel|1| Wow! This is so amazing! What else? What else?
Joey|3| Well, that is a large piece of television equipment.  And uh that is an old man! Hey old man!
Rachel|1| Hey!
Joey|3| All righty, what do you say we head back to my place?
Rachel|1|  Wow! Umm, y’know, I-I would really love to, but I-I shouldn’t.
Joey|3| Why?  Why can’t the world stop turning, just for a moment? Just for us?
Rachel|1|  Isn’t that a line from the show?!
Joey|3| Uh, yeah but uh,  I may have said those things before but, I never truly meant them. Until now.
Rachel|1| That’s a line from the show too!
Joey|3| Okay, you watch too much TV.
Chandler|4|  Here you go Joe, here’s the freshly squeezed orange juice you asked for. 
Joey|3| Thanks!  Yeah, there’s pulp in that. 
Chandler|4| Yeah?
Joey|3| I thought we talked about this. I don’t like pulp. No pulp. Pulp isn’t juice. All juice, okay?
Chandler|4| I’m sorry, I guess I just like the pulp.
Joey|3| Oh my God, I’m sorry, I’m being so rude.  Rachel, would like a soda or something? Because Chandler would run right out and get it.
Rachel|1| Yeah sure, iced tea would be great.
Joey|3|  Iced tea.
Chandler|4| Okay, anything for you sir?
Joey|3|  Did I not just tell him?
Rachel|1|  Yes, you did.
Joey|3|  Okay look, Chandler, if this  you have got to listen!   You’re gonna throw that juice at me, aren’t ya?
Chandler|4| It’s not all juice! 
Ross|6| So honey, this morning was fun, huh? Me hopping in on you in the shower there.
Carol|0| Yeah! And maybe someday we could get a place with two bathrooms.
Ross|6| Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little.
Carol|0| What do you mean?
Ross|6| Carol our sex life is—it’s just not working…
Ben|0| Dad!! 
Ross|6| Hey there little fella! Hey, uh-hey, why don’t we get some shoes on ya, huh? Hey, why don’t you show dad how you can put your shoes on, in your room! Yay!!
Ben|0| Yay! 
Ross|6| Yay!  Seriously, our sex life… I was thinking, maybe I don’t know, we could try some-some new things. Y’know? For fun?
Carol|0| Like what?
Ross|6| Well I don’t know umm,  what if we were too tie each other up?  Umm, some people eat stuff off one another.  Nah! Umm, y’know we-we could try dirty talk?  Umm, we could, we could have a threesome.
Carol|0|  I love that idea!
Chandler|4| Who sold a story to Archie Comics?!
Monica|2| Oh my God! That’s great! Oh wow!  You’re a published writer! I wish I had a present for you!
Chandler|4| Aww.
Monica|2| Wait a minute!  My last Kit-Kat bar!
Chandler|4| You wanna share it?
Monica|2| Okay!!
Joey|3|  Hey! Hey Chandler look, I know you’re mad, but I just want to say I’m sorry. I-I was a total jerk. Completely o-over the line. Uh, I just I hate pulp! Y’know? I mean, y’know how Monica feels about low fat mayonnaise?
Monica|2| It’s not mayonnaise!!
Joey|3| Yeah, o-o-o-o-okay anyway, I just wanted to say I’m sorry. Here.  
Chandler|4| What’s this?
Joey|3| Fresh squeezed orange juice, with pulp! Just the way you like it.
Chandler|4| Aww, thanks man. 
Monica|2| Hey Joey, Chandler sold a story to Archie Comics!
Joey|3| Oh my God! That’s great! Congratulations! What’s the story?!
Chandler|4| Oh you wouldn’t uh, care. It’s just a stupid comic book story.
Joey|3| Are you kidding me?! I love Archie! And the whole gang!
Chandler|4| Well uh, Archie needs money to fix his jalopy , uh but he doesn’t want Reggie to just give him the money. So Reggie hires him as his assist—as his butler. And then makes him do all these crazy things like bring him milkshakes that can’t have lumps in them.
Joey|3| Wait a minute. That sounds a little familiar! Did they already do that one? ‘Cause I think I read it!
Rachel|1| Oh Mon, listen I have to ask! Okay, Joey Tribbiani invited me back to his apartment, now does he do this with a lot of girls?
Monica|2| Yeah, a lot. A lot, a lot!
Rachel|1| Ohh! And I’m one of them!! Wow! Oh, I just cannot believe this! I mean, Joey Tribbiani!
Monica|2| Well, y’know it’s none of my business, but aren’t you married?
Rachel|1| Yeah. Oh I just wish we could not be married for a little bit! Y’know I just wish we could be like on a break!
Monica|2| Well, you’re not.
Rachel|1| Oh, it’s so easy for you I mean, you’re not married, you get to have sex with who ever you want!
Monica|2| Yeah I can!  And don’t think I don’t, because I do! I mean all the time, you betcha! 
Rachel|1| Monica. You’ve, you’ve done it right?
Monica|2|  Of course I have! What do you think, I’m some 30 year old virgin?
Rachel|1| Oh my God! You’re a 30 year old virgin!
Monica|2| Say it louder, I don’t think the guy all the way in the back heard you!
Monica|2| It’s not like, I haven’t any opportunities. I mean, y’know, I’m just waiting for the perfect guy. I’m seeing this guy Roger, all right? He’s not perfect, but umm, I think maybe I should just get it over with. Y’know, give him my flower.
Rachel|1| Oh my God!! Do it!! Honey, you’ve waited long enough!!
Monica|2| Y’know what? You are right?!
Rachel|1| Yes!! I mean sex does not have to be a big deal! There shouldn’t be all this rules and restrictions! Y’know, people should be able to sleep with who ever they want, whenever…
Monica|2| Rachel! I’m never gonna think it’s okay for you to cheat on your husband!
Rachel|1| Oh what do you know? Virgin!
Monica|2| Phoebe, why is smoke coming out of the bathroom?!
Phoebe|5| Oh yeah, the doctor said that could be one of the side effects. 
Monica|2| Phoebe! Put that cigarette out!
Phoebe|5| No! It’s not a cigarette! The smoke is coming out of me!
Monica|2| Put it out!!
Phoebe|5| Okay! Okay!  I’m so glad you’re here.
Ross|6| Come on.  I got it.
Phoebe|5| Oh, give it to me.
Ross|6| I got it!
Phoebe|5| Give it!
Ross|6|  Hello?  No she can’t come to the phone right now.  Oh, right no problem. Okay, bye-bye. 
Phoebe|5| Was it my work? Were they mad? Was it Jack? Did he yell?!
Ross|6| J-j-just relax, nobody yelled. Jack just was calling to make sure that you were getting better.
Phoebe|5| Thank God.
Ross|6|  Yeah, she’s fired.
Nurse|0| You’ve done all you can Dr. Wesley. You have got to let her go.
Dr. Wesley|0| Good-bye and God speed, Hope Brady. 
Dr. Drake Remoray|0| Not so fast Wesley! 
Dr. Wesley|0|  Remoray!
Dr. Drake Remoray|0| That’s right Wesley! I just stopped by to say that, you’re not a real doctor! And that woman’s brain, is fine!
Rachel|1|  Oh! Thank God!
Dr. Drake Remoray|0| Hope! Hope!
Hope|0|  Drake!
Dr. Drake Remoray|0| You’re not dying Hope, you’re gonna live a long, healthy life. With me.
Hope|0| Oh Drake.
Rachel|1| Okay!  Here we go! Okay!  Hi, Joey! It’s Rachel! Umm, I am free tomorrow night. Yeah, sure, sure I can bring some sandwiches.
Ross|6| So honey this uh, this threesome thing umm, I mean how-how are you gonna start to find…
Carol|0| Ooh, actually I’ve been making a list of all the women I know who might be into doing this!
Ross|6| Oh.  Wow!  Huh.  Boy!  Well, someone’s been doing their homework. 
Carol|0| Yeah. Ooh, and I know Gail Rosten is in there twice, but she is so…
Ross|6| Oh, I know.  Y’know, just-just talking about it is getting me kinda…
Carol|0| Oh, me too.
Ross|6| Yeah? Well, I-I think Ben’s asleep.
Carol|0| Oh umm, y’know I think it would be better if we just save it.
Ross|6| Yeah. Right. Save it. I can do that. 
Ross|6| Hey, Pheebs!
Phoebe|5| Hey.
Ross|6| Hey, how’s it going?
Phoebe|5| Well, I’ve got to get out of this bed, I’m going crazy here. Crazy!
Monica|2|  Here you go sweetie.
Phoebe|5| What the hell is this, herbal tea? I hate herbal tea!
Monica|2| But, I put some honey in it.
Ross|6| She doesn’t know she was fired yet, does she?
Chandler|4| No, the doctors say it may kill her.
Phoebe|5| What are you two girls whispering about over there?!
Chandler|4|  But I think we should tell her.
Ross|6| Hey Pheebs, maybe this whole heart attack thing is a sign, that-that you should start think about getting a different job.
Phoebe|5| Okay, what is this? A stupid contest? Because we got a winner here! 
Chandler|4| Listen Phoebe, he’s right. People are not supposed to have heart attacks at 31.
Phoebe|5| I know! But if I didn’t work there, what else would I do?
Monica|2| Well, you used to like playing the guitar.
Phoebe|5| Yeah that was lucrative! Smart like your brother!
Chandler|4| Uh, what about y’know the massage thing? That never gave you a heart attack.
Phoebe|5| Hmm, pulling in a salary in the high six figures or rubbing gross naked people for chump change—ooh, what do I do?! What will I do?!
Rachel|1| Ohh, I mean it’s just so realistic!
Joey|3| I know.  Yeah, his name is Pat.
Rachel|1| Pat the dog. Oh! Oh! I get it!! 
Joey|3|  Do you uh, do you—ready for a refill?
Rachel|1| Oh, I probably shouldn’t—so I will!  Oh! Wow! It’s like it’s raining!
Joey|3| Pretty cool, huh? But if you’re thinking you can put a fish in there and it wouldn’t get sucked up into the mechanism, well you’d be wrong.
Rachel|1| Umm, can I use your bathroom?
Joey|3| It’s uh, right through there. 
Rachel|1| Okay.  God y’know, if someone told me a week ago that I would be peeing in Joey Tribbiani’s apartment…
Joey|3| Yeah, life’s pretty great isn’t it?
Rachel|1| Yeah, it sure is!
Monica|2| I hope you’re hungry, we’re starting with oysters. And y’know what they say about oysters, don’t you?
Dr. Roger|0| They have parasites?
Monica|2| No! Umm well, some people say that Oysters are an aphrodisiac. 
Dr. Roger|0| What people?
Monica|2| People! People say it! Come here! 
Dr. Roger|0| So oysters, huh?
Monica|2| And then we’re gonna have a little Middle Eastern cous-cous. Something we can eat, with our hands.
Dr. Roger|0| Y’know, it’s funny, but when we were studying communicable diseases…
Monica|2| No-no-no, no! It’s sensual!
Dr. Roger|0| Ohh! Didn’t know! Okay! 
Monica|2| Okay!  Ohhh no!
Dr. Roger|0| I’m sorry sweetie, it’s the hospital. The food looks great, maybe save me some?
Monica|2| I can’t promise anything. 
Ross|6| We’re really gonna do this, huh?
Carol|0| Looks like it.
Ross|6| Y’know, if, if this is too weird for you, we can still back out at… 
Carol|0|  I got it!
Ross|6| Okay.
Carol|0|  Susan! Hi! 
Susan|0| Hey! 
Carol|0| Thank you so much for coming.
Susan|0| Oh, I wouldn’t miss it for the world.
Ross|6| I’m-I’m Ross by the way.
Susan|0|  Hello Ross.  I love what you’ve done with this space.
Carol|0| Thank you so much.
Ross|6| How hot is this?!
Chandler|4| I’m sorry you’re here with me instead of Roger.
Monica|2| Yeah, me too.
Chandler|4|" Well, I could make it seem like he’s here.  ""Here’s some little known facts about cous-cous. They didn’t add the second cous until 1979."" "
Monica|2| Stop it!! That’s not funny!!
Chandler|4| Okay.
Monica|2| I’m sorry, okay? It just—tonight was supposed to be y’know, it was supposed to be a big deal.
Chandler|4| What was tonight?
Monica|2| You don’t want to know what tonight was.
Chandler|4| Okay.  What was tonight?
Monica|2| Well, tonight was—was going to be my first time.
Chandler|4| With Roger?  Not just with Roger?!  Oh my God!
Monica|2| All right relax Mr. I’ve Had Sex Four Times!
Chandler|4| Four different women! I’ve had sex way more times!
Monica|2| How many?
Chandler|4| Nine.
Monica|2| I was just waiting for the perfect guy.
Chandler|4| Well good, good for you. You really think that Roger is the perfect guy?
Monica|2| No. He’s not a horrible guy.
Chandler|4| Hey that’s what I tell girls about me.
Monica|2| Chandler, I’m gonna die a virgin!
Chandler|4| No you are not! You are sweet and wonderful and this is gonna happen for you.
Monica|2| Oh really? When? Do you wanna do it with me?
Chandler|4| Okay. 
Monica|2| I was kidding.
Chandler|4| So was I.
Rachel|1| Joey, you’re such an amazing actor!  How do you know where Dr. Drake Remoray leaves off and Joey Tribbiani begins?
Joey|3| Well, with Dr. Drake they always tell me what to say. And with Joey, I pretty much have to make it up on my own.
Rachel|1| Wow! Tell me something Joey——Whoa! I just fell right off the couch there.
Joey|3| Yeah you did.
Rachel|1| Okay.  
Joey|3| Here you go. Let me ask you a question.
Rachel|1| Yeah?
Joey|3| When was the last time someone told you just how beautiful you are?
Rachel|1| Wow! I can’t, I can’t feel my hands.
Joey|3| Come, come here. 
Chandler|4| We can’t do this.
Monica|2| No!  Oyster?
Chandler|4| Yeah!  If-if-if we did do this there would be a lot of pressure on me, y’know? Because you’ve been waiting a very long time and I wouldn’t want to disappoint you.
Monica|2| Yeah but see I have nothing to compare it too. So even if you’re horrible, how would I know?
Chandler|4| I do like that.
Monica|2| It’s harder for me! I have those four other women to compete with!
Chandler|4| Well, if it helps there were only three. So it would just be for tonight, right?
Monica|2| Absolutely! It would just be one friend  helping out another friend. 
Chandler|4| Stop it! We’re doing this! Let’s do it!
Monica|2| Noo!! Okay!!
Chandler|4| Okay! 
Monica|2| Umm, do you have any uhh, moves?
Chandler|4| I have some moves.
Monica|2| I have no moves.  Okay, whatcha doin’ there?!  Oh y’know what? I’m sorry, this is just too weird.
Chandler|4| Yeah, let’s just forget it.
Monica|2| What if I turn out the lights? 
Chandler|4| Okay!
Chandler|4| Oh yeah.
Monica|2| Chandler?
Chandler|4|  Yeah?
Monica|2| That’s the couch.
Chandler|4| Oh my God!
Monica|2| I know! I’ll tell you something, we are gonna do that again!
Chandler|4| Oh, okay! 
Joey|3|  Morning!
Rachel|1|  Oh right.
Joey|3| Yeah.
Rachel|1|  Oh God. Oh I can’t believe Joey Tribbiani heard me throw up!
Joey|3| Well he actually saw you a little bit too.
Rachel|1| Noo! Oh God we did—we didn’t, we didn’t uhh…
Joey|3| No! No! No, not after seeing that.
Rachel|1| God I’m just a horrible person.
Joey|3| Wh-why?
Rachel|1| Because I’m married. That’s right, I am a married woman! And I came to a TV star’s apartment to have an affair! Uck!
Joey|3|" That’s ridiculous! I’m not a ""Star,"" just a regular famous actor."
Rachel|1| Yeah and I’m a horrible, horrible person.
Joey|3| Rachel, would you stop saying that?! Hey-hey look, remember on the show when-when Caprice was dying and she gave me…
Rachel|1| The ring from the cave, yeah.
Joey|3| Wow! Uh okay, well uh… 
Rachel|1|  Oh my God, they let you keep that stuff?!
Joey|3| Sure! As long as they don’t find out you can keep whatever you want! And I want you to have it.
Rachel|1| No! No-no-no…
Joey|3| Yes! Yes!! And every time you look at it, I want you to remember that you are a good person. Okay, you’ve had the chance to cheat, and with me, but you didn’t. And that’s what this ring stands for.
Rachel|1| But I thought that ring stood for Caprice’s undying love for her brother.
Joey|3| Look, do you want the ring or not?!
Rachel|1| Yeah!
Ross|6| Hey!
Joey|3| Hey!
Ross|6| Look at you! You’re up!
Joey|3| All right!
Phoebe|5| I thought I’d try to take a walk. Would you pour me some water? I’ll be back soon.
Joey|3| Whoa-whoa-whoa! You’re not gonna use the pay phone to call work, are ya?
Phoebe|5| No. I’ve learned my lesson.
Phoebe|5| Let’s go! Come on! Move it!  Come on!  Shoes! Briefcase!  Thanks Lou, good luck with the gall bladder. 
Ross|6| Hey Joe did… Did you ever have a threesome?
Joey|3|  Well uh, look Ross I uh, I think Carol’s great and I’m sure you’re a very attractive man, but I….
Ross|6| No! The reason I’m asking is that… I sorta had one last night.
Joey|3| You?
Ross|6| Yeah!
Joey|3| Wow!
Ross|6| Yeah!
Joey|3| All right! So, was it amazing?
Ross|6| It was, it was okay.
Joey|3| Just okay—Did you do it right?!
Ross|6|" Look, it’s just did, did you ever go to a party and think, ""Would really anyone miss me if I weren’t here?"""
Joey|3| Huh. But still Ross, you’re worst day with two women, pretty much better than any other day! Y’know what I mean?
Ross|6| Oh-oh, absolutely!
Ross|6| It’s just, my part seemed to be over pretty quickly and then, and then there was a lot of waiting around.
Joey|3| But you got to be with both of them, right?
Ross|6| Not-not really. Th-th-there was just Carol.
Joey|3| Not the other one?
Ross|6| No, she kept kicking me away!
Joey|3| Yeah, you don’t want that.
Ross|6| No!
Joey|3| Well hey, at least you got to see a lot of stuff, right?
Ross|6| Oh I a lot of stuff!
Joey|3| You got a little bored?
Ross|6| A little. Yeah. I made a snack.
Joey|3| Yeah? What did ya have?
Ross|6| Just a sandwich. Turkey, a little mustard…
Joey|3| Sounds good.
Ross|6| It really was!
Chandler|4| Hey!
Monica|2| Hey!
Chandler|4| Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!
Monica|2| Hey, check me out, I’m a slut!
Chandler|4| So you uh, want to do something tonight?
Monica|2| Oh I can’t. Dr. Roger is coming over again.
Chandler|4| Oh. Oh right! Right! Because you’re still seeing him and uh, he’s a good guy. I mean, I remember a time when… 
Monica|2| Are you okay?
Chandler|4| Yeah! Totally! Totally, and you?
Monica|2|" Great! It’s so amazing! I mean, last time Dr. Roger came over, I was so nervous, but then after being with you I’m all like, ""Can the doctor see me now?"""
Chandler|4| I bet he can.
Monica|2| Y’know, I don’t have an appointment, but I sure could use a physical.  Are you sure you’re okay?
Chandler|4| Oh yeah! Yeah! Don’t worry about me, I’ll be fine! 
Rachel|1| Ohh! My God! Barry!!
Barry|0| You-you-you said you were gonna be away all weekend!
Rachel|1| Oh that’s right! I’m sorry! I-I am early! Finish! Please!!
Phoebe|5| Surprise! Look who’s back!
Arthur|0|
Phoebe|5| Hey! 
Arthur|0|
Phoebe|5| Uh, I don’t think so!
Jack|0| Phoebe?
Phoebe|5| Jack!! Hey!
Jack|0| What are you doing here?
Phoebe|5| All better! Back to work! Except this clown from research told me I was fired. He should do his research, huh?
Jack|0| Well, you were fired.
Phoebe|5| Nu-uh!
Jack|0| I told that guy who answered your phone.
Phoebe|5| Oh, okay I didn’t get that message. So this doesn’t count—Anyway, I’ll be in my office.
Jack|0| Uh, Phoebe you-you don’t have an office.
Phoebe|5| That’s all right, I’ll work here. This is goo, next to this plant. 
Jack|0|  Phoebe, listen…
Phoebe|5| You’re in my office! Look, I have made a lot of cash for this company! Okay? I am talking big bucks! Pesos! Yen! Rubles! You make one little mistake…
Jack|0| You lost 13 million dollars.
Phoebe|5| Oh, so this is all about money! Y’know it’s bad enough that—Ow! Oh, you have got to be kidding!
Jack|0| Are you all right?
Phoebe|5| I’m having another heart attack!
Jack|0| What?!
Phoebe|5| I’m having another heart attack!! Call 9-1-1!!
Jack|0| Take it easy. 
Phoebe|5|  Dumbass!
Woman|0| Hey Pheebs! How’s it going?!
