Chandler|Chandler| No-o-o!  No?  No-o-o! Look Joey, here’s the thing, Monica and I have decided to live together, here. So, I’m gonna be moving out man.
Joey|Joey| Wow!  Well, uh… Hey! I’m really happy for you guys! Congratulations!  See you later. 
Monica|Monica| Wait! Joey! Joey! Are you okay?!
Joey|Joey| Yeah, I gotta go! I got an acting job.  Like you’d believe that. This sucks!
Chandler|Chandler| Look, I-I’m just gonna be right across the hall and I promise you, the minute Monica and I break up I’m moving right back in with you!
Joey|Joey|  Okay! Look-look-look, uh, if you’re gonna be moving in with him I feel it’s my responsibility to tell you the truth about him! Okay? He’s a terrible roommate! Terrible! He uh, forgets to umm… Oh-oh he always, he always umm—Oh, who am I kidding! He’s the best roommate ever! 
Monica|Monica| Hey Pheebs! 
Phoebe|Phoebe| Hey!
Monica|Monica| Hey, have you seen Rachel?
Phoebe|Phoebe| No, why?
Monica|Monica| I have some pretty exciting news!
Phoebe|Phoebe|  You’re pregnant!
Monica|Monica| No! Chandler and I are moving in together!
Phoebe|Phoebe| Ooh! That’s good! Wow! But now if you were pregnant, what would you name it? Hint: Phoebe.
Ross|Ross| Hey! Hi!
Monica|Monica| Hey!
Ross|Ross| What’s up?
Monica|Monica| Well umm, Chandler and I are moving in together.
Ross|Ross| Oh my God. Ohh, my little sister and my best friend…shaking up. Oh, that’s great. That’s great. 
Phoebe|Phoebe| Guys, I’m happy too.
Monica|Monica| Okay, come here! 
Phoebe|Phoebe| Wow! Big day huh? People moving in, people getting annulled… 
Monica|Monica| Okay, I gotta go find Rachel but umm, if you guys see her could you please try to give her some really bad news so that mine doesn’t seem so bad? 
Ross|Ross| Bye.
Phoebe|Phoebe| Hmm, something bad to tell Rachel… Bad news for Rachel, what could that be?!
Ross|Ross| Could ya just, could ya just lay off, please? All right? My life is an embarrassment! I should go live under somebody’s stairs!
Phoebe|Phoebe| Ross, it’s not that big a deal! So you’ll been divorced three times, you’ll still have a life, you’ll go on dates…
Ross|Ross|  No! No, I won’t! I’ll be at the bottom of the dating barrel now. The only guys below me will be Four Divorce Guy uh, Murderer Guy, and-and, Geologists.
Phoebe|Phoebe| Ross, you’re being ridiculous! Okay? You are cute and smart and sweet and that is much more important than three stupid divorces!
Ross|Ross| Oh yeah? Have you ever dated anyone who has been divorced three times?
Phoebe|Phoebe| Y’know that’s really fair. Y’know? Most guys who have been divorced three times are like 60. Ross, nobody cares about this except you! This-this embarrassment thing is all in your head! Here, I’ll show you! Come here.
Ross|Ross| What?! Why?
Phoebe|Phoebe|  Hi! Hi! Listen, my friend Ross is about to be divorced for the third time, but wouldn’t you date him?
Ross|Ross| And if you wait right here, I’ll go get Ross. 
Chandler|Chandler|  Hey!
Monica|Monica| Ugh, I thought you were Rachel!
Chandler|Chandler|  What gave me away?
Monica|Monica| I just tell her, I have to get it over with. I told Ross and Phoebe and she’s the only one left!
Chandler|Chandler| Okay, so that’s it, everybody knows! It’s official, we’re moving in together. No turning back. Are ya scared? Are ya?
Monica|Monica| No.
Chandler|Chandler| Wow that was my scariest voice! You’re very brave.
Rachel|Rachel| Hey!
Chandler|Chandler| Hey.
Rachel|Rachel| Ugh, the worse day! Y’know, you think you’re making progress at work and then your boss calls you Raquel.
Chandler|Chandler| Hey listen, for the first four years of my work everybody called me Sha-la-lap.  Seriously.
Rachel|Rachel| I believe you. So, it was right in the middle of a staff meeting so of course no one else wants to correct her so everyone else is calling me Raquel! By the end of the day, the mailroom guys were calling me Rocky!
Chandler|Chandler| Well, I-I still think you’re very-very nice and very pretty…
Rachel|Rachel| What?
Chandler|Chandler|  All yours babe. 
Monica|Monica| Have a seat.  Okay, listen umm, Chandler and I are going to live together, here.
Rachel|Rachel| Oh my God! That’s so great! I’m so happy for you guys! 
Monica|Monica| Really?!
Rachel|Rachel| And that was so sweet of you to ask! Oh my God, the three of us are gonna have such a good time living together!
Monica|Monica| Yes, we are. 
Rachel|Rachel| And Chandler, you’re gonna have to watch those long showers you take in the morning because you know Raquel can’t be late.
Chandler|Chandler| Rach…
Monica|Monica| Yeah, he’s gonna work on that.
Rachel|Rachel| Ohh! This is so exciting! Oh God…  Come and knock on my door…
Monica|Monica| We’ll be waiting for you…
Ross|Ross| …once you know the stories, it’s not that bad. First marriage, wife’s hidden sexuality, not my fault. Second marriage, said the wrong name at the altar, a little my fault. Third marriage, well they really shouldn’t allow you to get married when you’re that drunk and have writing all over your face, Nevada’s fault.
Phoebe|Phoebe| Okay, so what do you think ladies? Who wouldn’t be interested? Who wouldn’t want to date him?
Stephanie|Other| Well the divorces don’t bother me, I’d date him. But, not while he’s still married.
Phoebe|Phoebe| Okay, what about you?  Wouldn’t you want a date?
Karin|Other| Actually, I’m dating at all anymore. See, I figured out that I was only dating guys that were like y’know bad for me, so until I work that out…
Phoebe|Phoebe|  Whatever! What about you Meg?
Meg|Other| Well, I don’t care about the divorces either, but I wouldn’t date him. It’s just that he’s obviously still in love with this Rachel girl.
Ross|Ross| What?!
Phoebe|Phoebe|"  She said, ""He’s obviously still in love with this Rachel girl."" "
Ross|Ross| This is crazy! I mean, yes-yes Rachel is my good friend and I-I have loved her in the past, but now, she is just my wife! Phoebe, will you-will you help me out here?
Phoebe|Phoebe| Well, I thought you loved her when you-when you married her.
Ross|Ross| We were drunk! I would’ve married uh, Joey with that amount of alcohol!
Phoebe|Phoebe| Hey! You could do a lot worse than Joey Tribbiani!! 
Ross|Ross|  Look, I’m sorry, but you guys are wrong. I just don’t want to be divorced three times.
Phoebe|Phoebe|" Yes, and now he’s using this three divorces reason because he wants to stay married to her because he loves her. I must say, ""Well done!"" Bravo Meg."
Ross|Ross|  Okay! Fine! Fine! If-if this is what you think, forget about the whole three divorce thing! Okay, I-I’ll go to my lawyer’s office right now and get this marriage annulled! Okay?! Because she means nothing to me! Noth——Nothing!!
Meg|Other| Okay now I wouldn’t date you because you seem a little creepy.
Karin|Other| I am so attracted to him right now.
Chandler|Chandler| Okay, when are we gonna tell Rachel what is actually gonna happen?
Monica|Monica| Soon! I-I just couldn’t before. You saw how upset Joey got! I couldn’t do that to her, she’s my best friend!
Chandler|Chandler| Well, Joey’s my best friend.
Monica|Monica| I’m not your best friend?
Chandler|Chandler| You just said… Of course you’re my best friend. Would you please tell Rachel though?
Monica|Monica| All right, all right, at least I’m prepared.
Chandler|Chandler| Okay.  Oh yes. 
Monica|Monica|  Hey!
Chandler|Chandler| Hey-hey!
Monica|Monica| These aren’t for you! Are you upset?
Chandler|Chandler| I am now!
Rachel|Rachel|  Hey roomie!
Chandler|Chandler| Okay, bye! 
Monica|Monica| Rach, there’s something uh, important I have to tell you.
Rachel|Rachel|  Are you pregnant?!
Monica|Monica| No! But, I’m throwing this shirt away! I think there was a little misunderstanding before.
Rachel|Rachel| Um-hmm.
Monica|Monica| Umm, when I said that uh, that Chandler and I wanted to umm, live together we meant alone together.
Rachel|Rachel|  Oh my God! Oh, that’s funny, I can’t believe I did that.
Monica|Monica| Oh no sweetie, no! This is my fault, I wasn’t clear! I’m really sorry. And listen, you take as much time as you need to move out okay? There’s absolutely no rush.
Rachel|Rachel| Okay. 
Monica|Monica| Okay. Don’t you want a cookie?
Rachel|Rachel| Sure?  Thanks.
Monica|Monica| Maybe, do you need a tissue?
Rachel|Rachel| Monica, where did you get these?!
Monica|Monica| I made them!
Rachel|Rachel| Ooh, good God, they’re so yummy! 
Joey|Joey|" God, it’s gonna so weird like when I come home and you’re not here. Y’know? No more Joey and Chan’s. No more J and C’s. ""You wanna go over to Joey and Chandler’s?"" ""Can’t, its not there."""
Chandler|Chandler| Look, I’m just gonna be across the hall, we can still do all the same stuff.
Joey|Joey| Yeah but we won’t be able to like get up in the middle of the night and have those long talks about our feelings and the future.
Chandler|Chandler| Not once did we do that.
Monica|Monica|  Hi.
Chandler|Chandler| Hey!
Joey|Joey| Hi.
Monica|Monica| So I, I told Rachel it was just gonna be the two of us.
Chandler|Chandler| Oh yeah? Well, how’d she take it?
Monica|Monica| Really well. Yeah. Surprisingly well. Yeah, she didn’t cry. She wasn’t angry or sad. 
Chandler|Chandler| And you’re upset because you didn’t make your best friend cry?
Monica|Monica| I mean, all I’m asking for is just a little emotion! Is that too much to ask after six years?! I mean what? Are-are-are Rachel and I not as close as you guys?! I mean do we not have as much fun?! Don’t I deserve a few tears?!! I mean we-we told Joey, he cried his eyes out!
Joey|Joey| Hey! I did not cry my eyes out!! Come on! It’s like the end of an era! No more J-man and Channie’s!! 
Chandler|Chandler| Okay, I gotta ask, who calls us that?!
Russell|Other| You got married again.
Ross|Ross| Yes.
Russell|Other| So that’s your second marriage in two years.
Ross|Ross| Yes, second in two years. Third overall.
Russell|Other| Ross, I have been a divorce attorney for 23 years and never had I so much business from one client. Why don’t you tell me what happened.
Ross|Ross| Basically, Rachel and I were in Vegas and we got drunk…
Russell|Other|  I’m sorry, is this the same Rachel who’s name you said at the altar in the second marriage?
Ross|Ross| Yes-yes-yes! But, I-I do not love her.
Russell|Other| Oh, that’s better then.
Ross|Ross| This was just a drunken mistake and I need to get it annulled.
Russell|Other| I see. Have you considered therapy?
Ross|Ross| I think just the annulment for today.
Russell|Other| There are a couple of forms to fill out.
Ross|Ross| Easy.
Russell|Other| And we’ll need to have witnesses who can testify that you were not of uh, sound mind.
Ross|Ross| No problem.
Russell|Other| And we’ll need you and Rachel to testify before a judge.
Ross|Ross| Ooh! There’s no way to do this without her? ‘Cause I kinda all ready told her uh, it was, it was already taken care of.
Russell|Other| Of course you did. Look Ross, you can’t get an annulment unless you and Rachel are both there.
Ross|Ross| Uh-ha, what about someone who looks like Rachel?  I will think about the therapy.
Rachel|Rachel| Hey!
Monica|Monica| Hey. So um, I was thinking that maybe we should start dividing up our stuff.
Rachel|Rachel| Okay!
Monica|Monica| Y’know, no point in dragging it out. Dragging out the long process of you moving out and us not living together anymore.
Rachel|Rachel| Okay.
Monica|Monica| Hey Rach, what about this?  Huh? Who-who gets this? See, I don’t know if I want it because it might be y’know, too many memories!
Rachel|Rachel|  What the hell is that?
Monica|Monica| I don’t know.  Hey, Rachel, you want the big plate? I want you to have the big plate.
Rachel|Rachel| Wow! Mon, thanks! I love this plate!
Monica|Monica| Something to remember me by!
Rachel|Rachel| Mon, honey you’re not dying. I’m just moving out. Y’know, I mean we’re gonna see each other all the time.
Monica|Monica| But still, it’s a big change. The end of an era, you might say!
Rachel|Rachel| Are you okay? You’re not blinking.
Monica|Monica| I’m fine! I just, I’m thinking how much it’s an end of era.
Rachel|Rachel| Oh, all right. But y’know I gotta say, I don’t, I don’t think six years counts as an era.
Monica|Monica| An era is defined as a significant period of time. Now, it was significant to me, maybe it wasn’t significant to you!
Rachel|Rachel| What is the matter with you?!
Monica|Monica| What is the matter with you?!! Why aren’t you more upset?! Aren’t you gonna be sad that we’re not gonna be living together anymore?! I mean aren’t you gonna miss me at all?!
Rachel|Rachel| All right, fine, but don’t get mad at me. It’s-it’s just a little hard to believe.
Monica|Monica| What’s hard to believe?
Rachel|Rachel| Well y’know, it’s you guys. You-you do this kind of stuff! Y’know? I mean, you-you were gonna get married in Vegas and then you backed out! I guess I’m not upset because I don’t see you guys going through with it. I’m sorry.
Monica|Monica| Rachel, it’s going to happen. Chandler is gonna move in here.
Rachel|Rachel| But I…
Monica|Monica| No-no, wait! Just let me finish, okay? This isn’t something that we just, we just impulsively decided in-in Vegas, this is something we both really want. And it is going to happen.
Rachel|Rachel| It is? Really?
Monica|Monica| Yeah, sweetie.
Rachel|Rachel|  I mean we’re not, we’re not gonna live together anymore?
Monica|Monica| No.
Rachel|Rachel| What? Oh my God! I’m gonna miss you so much! 
Monica|Monica| I’m gonna miss you! 
Rachel|Rachel| I mean it’s the end of an era!
Monica|Monica| I know!
Phoebe|Phoebe|  Okay, bye!
Ross|Ross| Oh no.
Phoebe|Phoebe| So? Did you get the annulment?
Ross|Ross| I couldn’t.
Phoebe|Phoebe| I knew it! Because you love Rachel.
Ross|Ross| It’s not that. Okay? Annulments are more complicated than I…
Phoebe|Phoebe| Yeah, complicated ‘cause of the love.
Ross|Ross| I… I do, I do not love Rachel. I’m gonna tell her right now about the whole thing so we can get this marriage annulled as fast as possible. Okay? Would I do that if I loved her?
Phoebe|Phoebe| I’ve never been more convinced of your love for her.
Ross|Ross| I do not have feelings for Rachel! Okay?! 
Ross|Ross| Ohh, what’s wrong?!
Rachel|Rachel| Monica and Chandler are really moving in here and I have to move out and everything is changing.
Ross|Ross| Oh my—Come here! Come here!  It’s okay. Everything’s gonna be okay.
Rachel|Rachel| Thank you.
Ross|Ross| Of course.
Joey|Joey| So, Ross and Rachel got married, Monica and Chandler almost got married, do you think you and I should hook up?
Phoebe|Phoebe| Oh we do, but not just yet.
Joey|Joey| Really?! Well, when?
Phoebe|Phoebe| Okay umm, well, first Chandler and Monica will get married and be filthy rich by the way. Yeah. But it won’t work out.
Joey|Joey| Wow.
Phoebe|Phoebe| I know. Then, I’m gonna marry Chandler for the money and you’ll marry Rachel and have the beautiful kids.
Joey|Joey| Great!
Phoebe|Phoebe| But then we ditch those two and that’s when we get married. We’ll have Chandler’s money and Rachel’s kids and getting custody will be easy because of Rachel’s drinking problem.
Joey|Joey| Oh-oh, what about Ross?
Phoebe|Phoebe| I don’t want to go into the whole thing, but umm, we have words and I kill him.
