Ross|Ross| Try sixty-five million years ago, and then try sssshhhhhh.... My tenure review board met today and I hear it's looking really good.
Phoebe|Phoebe| Wow!
Ross|Ross| Yeah. Do you have any idea what this means in academic circles, uh? I am gonna get laid.
Rachel|Rachel|  Hi you guys.
All|Other| Hey.
Rachel|Rachel| Ooh, Italian!  
Monica|Monica| No one wanted seconds, right?
Ross|Ross| No, no. I-I'm good.
Rachel|Rachel| Hey you guys... You're never gonna believe it. This headhunter called me. I have a meeting tomorrow with Gucci. Gucci wants me.
Ross|Ross| I'm up for tenure.
Rachel|Rachel| Congratulations!
Ross|Ross| You too! What are the odds?
Rachel|Rachel| Ooh! 
Joey|Joey|  Guess what?  I finally got that seed out of my teeth.
Monica|Monica| I don't know who I'm happiest for...
Phoebe|Phoebe| I do, he's been working on that all day! 
Phoebe|Phoebe| Hey Mon? Was it weird changing your name to Geller-Bing?
Monica|Monica| No, no. It felt nice to acknowledge this. 
Phoebe|Phoebe| Where did you go to do it?
Monica|Monica| Uhm the... the ministry... of names... bureau...
Chandler|Chandler| YOU NEVER DID IT!
Monica|Monica| I'm sorry. It's just the idea of being an official Bing.
Chandler|Chandler| Hey! I will have you know that... aah, who am I kidding. Let's call the kid Geller and let Bing die with me.
Mike|Other|  Here you go.
Phoebe|Phoebe| Thanks! Honey, would you want me to take your name?
Mike|Other| Oh, it's just... It's up to you. It's your name. You've got to live with it. 
Phoebe|Phoebe| All right, let's see, call me mrs Hannigan.
Chandler|Chandler| Mrs Hannigan?
Phoebe|Phoebe| What? Can't you see I'm in the middle of something? Ooh, I like it.
Joey|Joey|  Hey guys.
Chandler|Chandler| Hey Joe! We've got a couple of things we've got to check out at the new house. You want to come with us?
Joey|Joey| No, thank you.
Monica|Monica| All right. I know you're not happy about us moving, but you're the only one who hasn't seen the house.
Chandler|Chandler| Yeah, come with us. You'll see how close it is to the city.
Joey|Joey| But no, it's not close. You said it was in escrow? I couldn't even find it on the map.
Monica|Monica| Joey, please come. It would mean so much to us.
Joey|Joey| You know what? You are my friends, I wanna be supportive, I will come with you. SHOTGUN!
Chandler|Chandler| Damn it.
Monica|Monica| See you guys later.
Phoebe|Phoebe| Okay!
Monica|Monica|  I'll pick you up at eleven. So glad you're coming.
Phoebe|Phoebe| Good for you. That was really mature.
Joey|Joey| What? No, the only reason  I'm going to their stupid new house, is so I can point out everything that's wrong with it, so they don't move. I'm gonna make them stay here.
Mike|Other| You're a strange kind of grown-up.
Phoebe|Phoebe| Joey, you can't make someone do something they don't want to do. Believe me, there's something I've been trying to get Mike to do in bed and there's... he's just... 
Mike|Other| Woo-wo-hey-hey-hey... Can we not talk about that right now?
Phoebe|Phoebe| All right, prude... Look, Monica and Chandler really love this house. You are not gonna talk them into staying here.
Joey|Joey|" Hey, hey... I can convince people to do anything, you know. I bet I can even get Mike to do that ""thing"". What is it?"
Joey|Joey| I AM NOT GONNA HELP YOU DO THAT! Goodbye! 
Rachel|Rachel|  Hi, I'm here to see mr Campbell... with Gucci. The reservation is probably under Gucci. It's spelled like Gukki, which could be confusing.
Maitre d'|Other| Mr Campbell's not here yet. Let me show you to his table.
Rachel|Rachel| Oh my God! That's my boss. You have to seat us somewhere else.
Maitre d'|Other| I'm sorry. That's always mr Campbell's table.
Rachel|Rachel| But my... but my boss cannot see me. I'm interviewing for another job.
Maitre d'|Other| I know. With Gukki 
Rachel|Rachel| Sssshhhh!
Mr Zellner|Other| Rachel?
Rachel|Rachel| Hi... I'm on a date...
Mr Zellner|Other|  That's great!
Rachel|Rachel| Yeah, it is. Yeah, you know, it's tough. Single mom, career... You gotta get out there.
Mr Zellner|Other| Well, you got uhm... good energy.
Rachel|Rachel| Oh.
Mr Campbell|Other| Rachel?
Rachel|Rachel| Yes, hi!
Mr Campbell|Other| James Campbell...
Rachel|Rachel| Hi!  Excuse us.
Mr Campbell|Other| Please... 
Rachel|Rachel| Okay. Oh, yeah...  Oh he's cute!
Mr Campbell|Other| So... your resumé is quite impressive.  
Rachel|Rachel| Wha... My resumé? I wouldn't... I wouldn't call my online dating profile a resumé.
Mr Campbell|Other| Dating profile? I-I-I'm talking about the work resumé.
Rachel|Rachel|  Whatever happened to just singing for  no reason? Huh?
Mr Campbell|Other| Maybe people... found it weird.... So, why do you want to leave Ralph Lauren?
Rachel|Rachel| What? I-I don't.
Mr Campbell|Other| You don't?
Rachel|Rachel| No, I-I-I love it there. 
Mr Campbell|Other| Well, if you don't want to leave, why are we having this lunch?
Mr Campbell|Other| What?
Mr Campbell|Other| That's Hugo Boss?
Phoebe|Phoebe|  This place is so depressing. If I had to work here I'd kill myself.  But you obviously haven't.
Clerk|Other| How can I help you? 
Phoebe|Phoebe| I need to change my name, please. See, I need to change it because I'm-I'm hiding from the law.  You're fun.
Clerk|Other| You need to fill out this form.  
Phoebe|Phoebe| Okay, well, I just don't, I don't know how it works exactly. See, my name is Buffay and my husband's name is Hannigan, so is it supposed to be Buffay-Hannigan or Hannigan-Buffay?
Clerk|Other| It can be anything you want.
Phoebe|Phoebe| Well, not anything, I mean...
Clerk|Other| Yeah... anything.
Phoebe|Phoebe| Oh, this could take a while.
Clerk|Other| Get out of my line.
Phoebe|Phoebe| Okay.
Phoebe|Phoebe| Hey!
Monica|Monica| Hey Pheebs.
Phoebe|Phoebe| Oh, not anymore. I changed it today.
Monica|Monica| Oh, I'm sorry, mrs Hannigan.
Phoebe|Phoebe| Wrong again! Apparently you can change it to anything you want. So I thought, all right, here's an opportunity to be creative. So meet Princess Consuela Banana Hammock.
Chandler|Chandler| That's what we were gonna name the baby.
Monica|Monica| Phoebe!
Phoebe|Phoebe| Uh! Princess Consuela.
Monica|Monica| You seriously changed your name to that?
Phoebe|Phoebe| Uh-huh! 
Monica|Monica| Okay, so from now on we have to call you Princess Consuela?
Phoebe|Phoebe| Uhm, no. I'm gonna have my friends call me Valerie.
Chandler|Chandler| Hey, how'd the interview go?
Rachel|Rachel| Oh! It's not good.
Chandler|Chandler| You know, I always feel that way after an interview. I'll bet it went better than you think.
Rachel|Rachel| Well, I didn't get the job at Gucci and I got fired from Ralph Lauren.
Chandler|Chandler| That is a bad interview.
Phoebe|Phoebe| What are you, what are you talking about? How did this happen?
Rachel|Rachel|" Well, my boss was at the same restaurant where I was having my interview and he heard everything. So later he calls me to his office and he tells me that he's gonna have to let me go, because I'm not a team player. And I said ""Wait a minute! Yes I am."" and I had to sit there for 45 minutes while he proved that that in fact... was true. "
Monica|Monica| Oh God. I'm so sorry.
Ross|Ross| Hey! Wha-hoo! What's this?  Well it's a, it's a bottle of champagne. Why is this here?
Phoebe|Phoebe| Ross...
Ross|Ross| I guess it's here because I GOT TENURE!
All |Other| Congratulations! 
Ross|Ross| This is the single greatest day of my professional career. Gunther, six glasses!
Gunther|Other| Six? You want me to join you?
Ross|Ross| Oh, I thought Joey was here. Five is good.  Well, I'm gonna have a loogie in my coffee tomorrow. 
Chandler|Chandler| Ooh! Israeli champagne. And it's vanilla!
Ross|Ross| I got tenure. I didn't win the lottery... Hey Rach, so uh... how did your thing go?
Rachel|Rachel| Oh it... good! Yeah, but I'm not gonna hear from that for a couple of days.
Ross|Ross| Oh, you know what? You're gonna get it. I-I-I-I can feel it.
Phoebe|Phoebe| Can you?
Rachel|Rachel| Ah, all right. Here's to Ross!
Ross|Ross| And-and to years of hard work finally paying off.
Phoebe|Phoebe| And to knowing that your career doesn't mean everything. 
Ross|Ross| But also knowing it means a lot.
Monica|Monica| But more importantly to full well-rounded lives.
Ross|Ross| ...that center around work.
Chandler|Chandler| To Ross!
All |Other| Ross!
Ross|Ross| You know what the best part about this is? I can never be fired.
Phoebe|Phoebe| Oh God!
Ross|Ross| No seriously. I have job security for life. You know, I never have to worry.  Oh, look at you. Look  how happy you are for me.
Rachel|Rachel|  No, it's not that. I got fired today. And I didn't get the other job.
Ross|Ross| Rach, I'm so sorry.
Rachel|Rachel| Oh!
Ross|Ross| Great. I feel like an idiot.
Rachel|Rachel| No, it's okay, you didn't know.
Ross|Ross| Oh...  Little heads-up would have been nice.
Monica|Monica| Thank you for letting us see the house again.
Chandler|Chandler| And thank you for explaining to us what escrow means... I've already forgotten what you said, but thank you.
Realtor|Other| Take as long as you want. Just let me know when you're through.  
Monica|Monica| Ah, so glad you decided to come.
Joey|Joey| Me too. Yeah, this place is great. I'm so happy for you guys. Although, you know, I hope you like fungus.
Chandler|Chandler| What?
Joey|Joey| Fungus! Yeah. Place is full of it.
Monica|Monica| No it's not. We had an inspection and they didn't find anything.
Joey|Joey| Okay. Then I guess I have dry eyes and a scratchy throat for no reason.
Monica|Monica| Maybe because it's you hung your head out of the window like a dog the whole ride here.
Joey|Joey| Maybe. So this is the living room huh? Ooh, it's pretty dark.  
Monica|Monica| No it's not!
Joey|Joey|  Are you kiddin'? I think I just saw a bat in the corner!
Chandler|Chandler| When your head was hanging out the window, it didn't hit a mailbox, did it?
Joey|Joey|  Maybe. Well, I just think you guys can do better than this house, you know? Or any other house for that matter.
Monica|Monica| Oh Joey, look, we know you're having a hard time with this, but we really, we love it here. 
Joey|Joey| FINE, ok, if you love this house so much, then you should just live here, okay? I just hope you get used to that weird humming sound.  Hmmmmmmmmmmmmmm... 
Monica|Monica| Joey, we know that's you.
Joey|Joey| no... hmmmmm... it's not... hmmmmmmmmmm
Mike|Other| Hey 
Phoebe|Phoebe| Welcome back!
Mike|Other| Ah! I missed you
Phoebe|Phoebe| Oh, me too!
Mike|Other| So, what's new?
Phoebe|Phoebe| Well, I'm no longer Phoebe Buffay.
Mike|Other| That's great! You changed you name?
Phoebe|Phoebe| Yes I did! Meet: Princess Consuela Banana Hammock! 
Mike|Other|  You're kidding right?
Phoebe|Phoebe| Nope.
Mike|Other| You really did that? 
Phoebe|Phoebe| Yep.
Mike|Other| Yeah, but you can't do that.
Phoebe|Phoebe| Why? It's fun, it's different, no-one else has a name like it.
Mike|Other|  Alright, then I'm gonna change my name.
Phoebe|Phoebe| Great, okay, what are you gonna change it to?
Mike|Other| Crap Bag.
Phoebe|Phoebe| Mike Crap Bag?
Mike|Other| No, no Mike, just Crap Bag. First name Crap, last name Bag.
Phoebe|Phoebe| You're not serious, right?
Mike|Other| Yeah, I'm serious.  It's fun, it's different and no-one else has a name like that!
Phoebe|Phoebe| Uhu, uhu, well, then, great. If you love it, I love it. 
Mike|Other| I do love it, and I love your name. I love Princess Consuela.
Phoebe|Phoebe| And I love Crap.
Joey|Joey|  Ow!
Girl|Other| Who are you?
Joey|Joey| Oh, hi, I'm Joey. My stupid friends are buying this house. Who are you?
Girl|Other| I'm Mackenzie. My stupid parents are selling this house.
Joey|Joey|  Oh.
Mackenzie|Other|  I hate my parents.
Joey|Joey| I hate my friends.  Alright, look. There's gotta be a way that we can stop this from happening.
Mackenzie|Other| Like what? 
Joey|Joey|  Uhm... oh! Okay. You come with me, and you tell them that the house is haunted!
Mackenzie|Other| What are you? Eight? 
Joey|Joey| Woah, uh! Okay, let's hear your great idea.
Mackenzie|Other| I don't have any great ideas. I am eight.
Joey|Joey|  Ahh! There's gotta be a way. I mean, you know, if Monica and Chandler move out here and now Phoebe is married to Mike. That just leaves me and Ross and Rach, you know what I mean? 
Mackenzie|Other| I really don't.
Joey|Joey| What am I gonna do, I feel like I'm losing my friends.
Mackenzie|Other| My parents say I'm gonna make new friends.
Joey|Joey| Oh, yeah, sure, easy for you, you're young. Me, I'm set in my ways.
Mackenzie|Other| This is what my mom was talking about. Whiners are wieners.  Look, you want your friends to be happy, right? 
Joey|Joey| Yeah, yeah, I guess.
Mackenzie|Other| Well, if moving here is gonna make them happy, don't you want them to do it? 
Joey|Joey|  Yeah, maybe.
Mackenzie|Other| Then you gotta let them go. 
Joey|Joey|  I hate to admit it, but you're probably right. How did you get to be so smart?
Mackenzie|Other| I read a lot.
Joey|Joey|  Just when I thought we could be friends. 
Man|Other| Hey Rach, I just heard. I'm so sorry.
Rachel|Rachel| Oh, thank you... 
Man|Other| You still don't know my name, do you? 
Rachel|Rachel|  Well, now I don't have to. 
Rachel|Rachel|  Ross, what is taking you so long?
Ross|Ross|   I'm sorry, it's almost as if this wasn't built for a quick getaway!
Mark|Other| Rachel?
Rachel|Rachel|  Mark? Oh my God! 
Mark|Other| How've you been?
Rachel|Rachel| I'm fantastic. You remember Ross? 
Mark|Other| Sure, sure.  What's with the chair. 
Ross|Ross| Uh, you know, you can't always get a seat on the subway, so...  
Mark|Other| Clever.  So how are you?
Rachel|Rachel| Oh, well,  you're not catching me on my best day.
